id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,56.875384658096905,6.289791547453213,36.34042953932038,41.24598006970517,100,485,90
2,proxy2,44.05825496619609,5.247816786852822,100,33.1199571826928,100,470,86
3,proxy3,41.763127469405276,6.397380572463878,77.38396504661813,32.573529145411186,100,454,87
4,proxy4,53.615452479218426,6.060372491339351,99.27222574489252,28.844204919404547,100,470,94
5,proxy5,29.850000000000016,6.957304240133649,17.710748149365667,2.9849999999999977,100,586,113
6,proxy6,60.01958110071402,6.041113905307947,44.33744819430301,34.495301891559066,100,521,92
7,proxy7,60.7971732745394,6.360493864292743,100,61.68268501393847,100,505,82
8,proxy8,76.23570817986473,6.57610002376725,100,38.28834028812349,100,504,87
9,proxy9,19.39,5.959465181849857,26.753728485504197,1.9389999999999994,100,412,83
10,proxy10,21.000000000000004,5.591921483559192,13.544967319336436,2.099999999999999,100,457,86
