id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.78,0.72,1.01,0.78,1.0,0.93,13,0
2,proxy2,5.1,1.04,0.65,5.1,0.99,0.71,10,1
3,proxy3,5.38,0.78,0.92,5.38,0.99,0.86,12,1
4,proxy4,0.97,1.11,0.99,0.97,1.01,1.21,17,0
5,proxy5,4.94,0.72,0.64,4.94,1.0,1.0,14,1
6,proxy6,0.9,1.26,1.17,0.9,0.99,0.93,13,0
7,proxy7,1.04,0.7,0.98,1.04,0.99,1.0,14,0
8,proxy8,1.09,1.08,1.15,1.09,1.0,1.21,17,0
9,proxy9,1.17,0.84,0.82,1.17,1.01,1.21,17,0
10,proxy10,1.97,1.27,1.01,1.97,1.02,2.07,29,0
11,proxy11,6.0,0.79,0.73,6.0,1.0,1.21,17,1
12,proxy12,1.44,1.09,0.62,1.44,1.01,1.5,21,0
13,proxy13,0.73,0.67,1.17,0.73,0.99,0.71,10,0
14,proxy14,1.23,1.15,1.11,1.23,1.0,1.29,18,0
15,proxy15,0.79,0.74,1.12,0.79,0.99,0.79,11,0
16,proxy16,0.66,0.69,0.84,0.66,1.01,0.79,11,0
17,proxy17,0.75,0.92,0.94,0.75,1.0,0.86,12,0
18,proxy18,1.07,1.09,0.9,1.07,1.0,1.0,14,0
19,proxy19,1.03,1.14,1.1,1.03,0.99,1.0,14,0
20,proxy20,0.85,0.67,0.71,0.85,1.01,1.14,16,0
