id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.9,0.88,1.13,0.9,0.99,0.78,14,0
2,proxy2,0.98,1.25,0.79,0.98,1.0,1.0,18,0
3,proxy3,1.47,1.25,1.0,1.47,1.01,1.44,26,0
4,proxy4,15.14,0.75,3.87,167.69,4.73,1.39,25,1
5,proxy5,1.0,1.0,1.33,1.0,1.0,1.11,20,0
6,proxy6,18.48,0.9,4.39,136.73,3.94,0.94,17,1
7,proxy7,1.83,0.81,0.8,1.83,1.02,1.33,24,0
8,proxy8,1.0,1.06,1.24,1.0,1.0,0.89,16,0
9,proxy9,0.89,0.85,0.85,0.89,1.0,0.94,17,0
10,proxy10,15.61,1.26,4.02,123.86,4.46,1.28,23,1
