id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.96,0.98,1.25,0.96,1.01,1.0,6,0
2,proxy2,0.99,1.05,1.0,0.99,1.0,0.83,5,0
3,proxy3,0.87,1.22,1.35,0.87,0.99,0.67,4,0
4,proxy4,1.06,0.85,0.97,1.06,1.0,1.0,6,0
5,proxy5,1.63,0.94,1.05,1.63,1.0,1.33,8,0
6,proxy6,0.39,1.0,1.39,0.39,0.99,0.5,3,0
7,proxy7,0.87,1.31,0.79,0.87,1.0,1.0,6,0
8,proxy8,0.72,1.03,1.22,0.72,0.99,0.5,3,0
9,proxy9,1.38,1.15,0.73,1.38,1.0,1.33,8,0
10,proxy10,0.17,1.25,0.76,0.17,0.99,0.5,3,0
11,proxy11,1.67,0.77,1.0,1.67,1.01,1.83,11,0
12,proxy12,1.1,0.89,1.09,1.1,1.0,1.67,10,0
13,proxy13,1.0,0.88,0.91,1.0,1.0,1.67,10,0
14,proxy14,1.26,0.91,1.35,1.26,1.0,1.33,8,0
15,proxy15,1.28,1.04,0.9,1.28,1.01,1.5,9,0
