id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.82,0.89,2.31,0.97,2.68,1.82,33,0
2,proxy2,0.61,1.06,0.55,0.85,0.41,0.55,28,0
3,proxy3,1.02,0.84,1.27,1.0,1.12,1.1,36,0
4,proxy4,0.82,1.3,0.35,1.14,0.41,0.69,35,0
5,proxy5,0.55,1.24,0.53,0.77,0.4,0.59,30,0
6,proxy6,1.03,1.01,1.34,1.1,1.44,1.08,35,0
7,proxy7,1.0,0.92,1.02,0.86,1.0,1.0,31,0
8,proxy8,1.13,0.85,1.54,0.9,2.09,1.43,33,0
9,proxy9,1.02,1.0,1.41,1.01,1.43,1.06,34,0
10,proxy10,0.93,1.16,0.48,1.3,0.41,0.73,37,0
11,proxy11,0.57,1.23,0.46,0.79,0.4,0.57,29,0
12,proxy12,0.81,1.04,0.56,1.13,0.4,0.71,36,0
13,proxy13,1.54,0.74,1.95,1.02,2.19,1.51,37,0
14,proxy14,1.02,0.82,1.0,1.14,1.51,1.1,36,0
15,proxy15,0.71,0.75,0.51,0.99,0.41,0.59,30,0
