id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,6.85,4.169958987038875,20.27318266138987,0.6850000000000003,100,90,27
2,proxy2,5.469999999999999,3.7498084104754072,16.914696163615996,0.5470000000000002,100,95,26
3,proxy3,8.39,3.8476260432167946,15.3030394555325,0.8390000000000003,100,86,30
4,proxy4,7.11,3.945164571234734,16.898870829555307,0.7110000000000003,100,88,27
5,proxy5,8.540000000000001,4.154028352574486,17.470548149365666,0.8540000000000005,100,117,34
6,proxy6,10.329999999999998,4.104823740749554,20.23989946475675,1.0330000000000004,100,95,34
7,proxy7,59.933880104524505,4.364383740146514,69.65510485224837,34.008192645567405,100,135,36
8,proxy8,36.30200707744071,4.486140429768226,70.15502497389134,22.674416382704408,100,94,37
9,proxy9,4.8100000000000005,3.940333170165454,26.553028485504203,0.48100000000000015,100,78,22
10,proxy10,5.169999999999998,4.160225141294278,13.334067319336436,0.5170000000000001,100,86,27
