id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,17.2,1.05,3.92,218.34,5.75,0.71,10,1
2,proxy2,0.88,0.98,0.65,0.88,1.0,0.93,13,0
3,proxy3,1.47,1.13,0.99,1.47,1.02,1.43,20,0
4,proxy4,15.26,0.7,6.29,1.22,6.94,2.5,15,0
5,proxy5,1.06,0.8,1.12,1.06,1.0,1.07,15,0
6,proxy6,20.97,1.29,3.16,163.41,5.58,0.93,13,1
7,proxy7,1.17,1.03,0.75,1.17,0.99,1.0,14,0
8,proxy8,1.06,1.28,0.73,1.06,0.99,1.0,14,0
9,proxy9,1.07,0.96,0.88,1.07,0.99,0.79,11,0
10,proxy10,1.08,1.0,0.81,1.08,1.01,1.43,20,0
11,proxy11,35.63,0.83,9.39,190.44,13.33,2.57,16,1
12,proxy12,1.26,0.81,1.15,1.26,1.0,1.36,19,0
13,proxy13,1.2,1.02,1.07,1.2,1.02,1.43,20,0
14,proxy14,0.62,1.08,0.8,0.62,1.0,0.79,11,0
15,proxy15,13.06,0.69,6.39,1.54,8.44,2.93,21,0
16,proxy16,0.73,1.29,1.22,0.73,0.99,0.86,12,0
17,proxy17,20.73,1.06,3.34,215.4,4.56,1.07,15,1
18,proxy18,21.19,1.14,2.59,190.42,5.55,1.36,19,1
19,proxy19,0.9,1.29,0.89,0.9,1.0,1.14,16,0
20,proxy20,0.87,1.23,1.19,0.87,1.0,1.0,14,0
21,proxy21,0.77,0.87,1.18,0.77,1.0,0.64,9,0
22,proxy22,0.73,1.0,1.27,0.73,0.98,0.64,9,0
23,proxy23,1.38,1.32,1.12,1.38,1.02,1.36,19,0
24,proxy24,0.79,0.84,0.91,0.79,1.01,0.86,12,0
25,proxy25,0.75,0.9,1.0,0.75,0.99,0.86,12,0
26,proxy26,17.19,1.3,3.19,183.22,4.04,0.86,12,1
27,proxy27,29.85,0.93,6.59,148.57,11.97,2.43,14,1
28,proxy28,0.8,1.32,0.79,0.8,0.99,0.79,11,0
29,proxy29,1.04,1.29,1.0,1.04,1.01,1.07,15,0
30,proxy30,29.04,0.95,9.26,189.68,10.64,2.21,11,1
31,proxy31,0.66,0.78,0.89,0.66,1.0,0.93,13,0
32,proxy32,19.78,1.09,3.81,202.17,4.41,1.07,15,1
33,proxy33,1.3,0.69,1.26,1.3,1.0,1.0,14,0
34,proxy34,0.96,0.91,0.91,0.96,0.99,1.0,14,0
35,proxy35,0.68,1.28,1.14,0.68,1.0,0.86,12,0
