id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,2.46,16.641995666724764,10.593926897549185,0.24600000000000002,12.7,11,11,0
2,proxy2,4.36,19.126317326172202,27.108867810112617,0.43599999999999994,12.2,13,13,0
3,proxy3,1.6,20.481947601846336,20.822336864055845,0.15999999999999998,11.4,6,6,0
4,proxy4,1.89,18.50405778653109,25.26347914479817,0.189,11.8,8,8,0
5,proxy5,3.3199999999999994,16.590085838316732,22.103137775955418,0.332,14.3,14,14,0
6,proxy6,2.0900000000000003,28.44462692273671,27.23031745615028,0.209,14.8,14,14,0
7,proxy7,3.52,13.780885860518218,28.425209525390574,0.352,12.100000000000001,13,13,0
8,proxy8,3.34,22.634382031874875,22.021060657706006,0.334,14.3,17,17,0
9,proxy9,3.0000000000000004,18.96451863503698,16.105401659120236,0.30000000000000004,11.5,11,11,0
10,proxy10,2.6199999999999997,26.71700912305628,12.126647508705856,0.262,12.3,14,14,0
11,proxy11,3.0300000000000002,28.458186654248703,16.83641144650572,0.30300000000000005,12.9,12,12,0
12,proxy12,80.32334039175419,29.481964733670356,62.33130134518268,57.34195032898139,50.667196909925394,12,12,1
13,proxy13,3.7100000000000004,20.99027546167264,10.551535511448728,0.371,14.7,15,15,0
14,proxy14,2.8800000000000003,24.580188948923734,25.878063850126104,0.28800000000000003,12.7,10,10,0
15,proxy15,3.04,12.846793353388106,27.734552415271356,0.30400000000000005,13.3,14,14,0
16,proxy16,80.11781548726742,23.789982150240267,48.34361624890471,64.78860744377182,56.41291471223914,15,15,1
17,proxy17,3.79,18.436716625089872,27.04015250590833,0.37900000000000006,14.0,15,15,0
18,proxy18,2.24,11.45851883864481,12.886492821797878,0.22400000000000003,11.9,9,9,0
19,proxy19,3.1399999999999997,21.93097564181915,14.751540910770427,0.314,13.2,11,11,0
20,proxy20,2.05,25.33463087034171,22.288305585166313,0.20500000000000002,12.5,9,9,0
21,proxy21,1.8099999999999998,24.877302203221845,29.443200326927307,0.181,12.100000000000001,9,9,0
22,proxy22,2.58,12.932882594397912,17.15594741902528,0.258,12.1,10,10,0
23,proxy23,2.66,23.272051962189405,17.773678176930332,0.266,12.5,10,10,0
24,proxy24,2.52,23.14130928437532,16.61871910980938,0.252,13.5,14,14,0
25,proxy25,1.6800000000000002,22.76291406051278,13.038470103545594,0.16799999999999998,12.5,9,9,0
26,proxy26,76.7834854820272,10.252105186740236,61.84423278664034,54.434979096820626,47.597578670938,15,15,1
27,proxy27,2.77,15.553826448176256,18.301861266272166,0.277,12.9,12,12,0
28,proxy28,2.45,19.989564579322124,25.14051793252965,0.24500000000000005,12.0,9,9,0
29,proxy29,3.1100000000000003,26.880791822581717,14.488198947938697,0.311,12.1,9,9,0
30,proxy30,2.38,16.942788435092314,28.306037537838783,0.23800000000000002,12.7,9,9,0
31,proxy31,59.0230072173704,22.12883873117378,51.8073197045117,67.44138121617786,56.05647926018601,11,11,1
32,proxy32,3.2400000000000007,26.01366808812958,27.23005971514098,0.324,12.8,14,14,0
33,proxy33,1.8500000000000003,24.656015263346024,27.977126984833284,0.185,12.4,10,10,0
34,proxy34,1.8399999999999999,29.82368070213375,28.346932981785933,0.18400000000000002,11.4,7,7,0
35,proxy35,2.29,16.39779697085341,21.499141583135028,0.229,11.6,9,9,0
