id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.24,0.67,1.05,1.24,1.0,1.0,15,0
2,proxy2,1.3,1.09,0.77,1.3,1.01,1.07,16,0
3,proxy3,1.24,0.68,0.76,1.24,1.01,1.2,18,0
4,proxy4,0.88,1.17,1.07,0.88,0.99,0.67,10,0
5,proxy5,1.38,1.08,1.02,1.38,1.0,1.0,15,0
6,proxy6,1.39,1.2,1.0,1.39,1.0,1.13,17,0
7,proxy7,0.54,0.68,1.05,0.54,0.99,0.6,9,0
8,proxy8,0.54,0.7,0.63,0.54,1.0,0.8,12,0
9,proxy9,1.07,0.96,1.15,1.07,1.01,1.07,16,0
10,proxy10,0.83,0.94,0.85,0.83,0.99,0.87,13,0
11,proxy11,6.26,0.66,1.14,6.26,1.01,1.07,16,1
12,proxy12,1.41,1.01,1.11,1.41,1.01,1.27,19,0
13,proxy13,1.28,1.04,0.74,1.28,1.02,1.2,18,0
14,proxy14,0.56,0.71,0.81,0.56,0.98,0.53,8,0
15,proxy15,0.64,0.99,0.76,0.64,1.0,0.87,13,0
16,proxy16,0.9,1.19,1.0,0.9,1.01,1.07,16,0
17,proxy17,0.93,1.23,1.06,0.93,0.99,0.8,12,0
18,proxy18,6.02,0.76,1.06,6.02,1.0,1.0,15,1
19,proxy19,6.3,0.77,0.6,6.3,1.02,1.33,20,1
20,proxy20,6.63,1.12,0.81,6.63,1.01,1.47,22,1
