id,normal,direct,slow,steal
78.181.219.175,1,0,0,0
150.97.222.18,1,0,0,0
35.249.14.134,1,0,0,0
244.171.198.253,1,0,0,0
143.144.196.34,1,0,0,0
44.123.194.65,1,0,0,0
198.167.157.10,1,0,0,0
44.16.127.9,1,0,0,0
138.112.204.115,1,0,0,0
83.35.60.189,1,0,0,0
101.134.179.159,1,0,0,0
113.237.110.127,1,0,0,0
146.82.128.230,1,0,0,0
224.130.161.189,1,0,0,0
164.113.157.79,1,0,0,0
199.11.138.132,1,0,0,0
65.4.29.159,1,0,0,0
178.170.5.80,1,0,0,0
216.235.48.80,1,0,0,0
222.215.28.134,1,0,0,0
1.91.162.200,1,0,0,0
197.121.212.25,1,0,0,0
177.225.19.106,1,0,0,0
177.142.180.230,1,0,0,0
198.28.185.27,1,0,0,0
25.71.111.70,1,0,0,0
69.184.214.248,1,0,0,0
236.193.113.216,1,0,0,0
154.49.222.41,1,0,0,0
141.191.59.11,1,0,0,0
213.31.205.215,1,0,0,0
52.28.26.20,1,0,0,0
172.136.161.234,1,0,0,0
83.102.209.28,1,0,0,0
33.117.86.161,1,0,0,0
107.218.152.134,1,0,0,0
211.231.201.185,1,0,0,0
99.133.100.169,1,0,0,0
142.203.100.114,1,0,0,0
134.39.79.191,1,0,0,0
248.119.244.113,1,0,0,0
139.85.96.166,1,0,0,0
152.30.143.178,1,0,0,0
174.164.25.211,1,0,0,0
130.162.108.1,1,0,0,0
41.245.97.250,1,0,0,0
108.1.33.195,1,0,0,0
88.18.48.107,1,0,0,0
56.71.163.116,1,0,0,0
18.23.8.205,1,0,0,0
83.150.229.188,1,0,0,0
166.17.110.250,1,0,0,0
6.48.71.79,1,0,0,0
133.65.35.58,1,0,0,0
154.76.149.106,1,0,0,0
117.238.6.60,1,0,0,0
133.142.38.168,1,0,0,0
217.192.58.149,1,0,0,0
134.94.155.223,1,0,0,0
130.173.58.235,1,0,0,0
30.199.190.94,1,0,0,0
104.24.149.6,1,0,0,0
187.114.153.26,1,0,0,0
60.56.62.30,1,0,0,0
3.254.125.164,1,0,0,0
145.200.98.39,1,0,0,0
1.220.199.151,1,0,0,0
186.234.3.101,1,0,0,0
119.240.47.44,1,0,0,0
165.70.60.51,1,0,0,0
187.27.218.202,1,0,0,0
151.187.79.110,1,0,0,0
224.124.178.4,1,0,0,0
63.252.253.130,1,0,0,0
31.95.177.200,1,0,0,0
224.246.48.82,1,0,0,0
241.97.46.243,1,0,0,0
133.212.214.30,1,0,0,0
87.124.233.120,1,0,0,0
207.214.195.148,1,0,0,0
150.136.95.31,1,0,0,0
231.84.231.232,1,0,0,0
145.162.106.134,1,0,0,0
168.66.53.237,1,0,0,0
29.142.118.144,1,0,0,0
222.196.184.180,1,0,0,0
202.186.158.74,1,0,0,0
211.60.244.203,1,0,0,0
198.218.238.48,1,0,0,0
128.192.140.143,1,0,0,0
194.233.194.183,1,0,0,0
201.83.230.59,1,0,0,0
