id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,1.22,1.01,1.08,1.0,1.03,16,0
2,proxy2,14.69,1.0,6.17,1.01,7.26,2.0,11,0
3,proxy3,1.14,1.04,0.98,1.24,1.01,1.23,19,0
4,proxy4,16.55,1.08,3.92,208.56,4.44,1.03,16,1
5,proxy5,1.0,1.21,0.92,1.09,0.99,0.71,11,0
6,proxy6,14.32,0.99,5.81,0.61,7.52,2.0,11,0
7,proxy7,1.59,0.95,0.74,1.72,1.02,1.42,22,0
8,proxy8,20.16,0.85,3.64,161.15,4.35,0.84,13,1
9,proxy9,1.66,0.76,0.88,1.8,1.03,1.55,24,0
10,proxy10,20.21,1.12,3.92,238.35,3.9,0.39,6,1
11,proxy11,1.15,1.0,0.75,1.25,1.0,0.97,15,0
12,proxy12,0.62,1.11,1.12,0.67,0.99,0.58,9,0
13,proxy13,21.87,0.87,3.65,211.05,4.91,1.23,19,1
14,proxy14,0.7,0.82,0.99,0.76,0.99,0.65,10,0
15,proxy15,1.47,0.69,1.12,1.59,1.01,1.16,18,0
16,proxy16,1.04,1.22,0.88,1.12,1.0,0.97,15,0
17,proxy17,0.84,0.73,0.67,0.91,1.02,1.23,19,0
18,proxy18,0.72,0.73,0.77,0.77,0.99,0.77,12,0
19,proxy19,19.3,0.92,3.1,232.65,4.28,1.1,17,1
20,proxy20,10.73,1.16,5.99,1.19,7.13,2.65,21,0
21,proxy21,19.26,1.08,3.09,163.26,5.42,1.03,16,1
22,proxy22,12.96,0.67,4.19,1.82,6.28,2.65,21,0
23,proxy23,20.49,0.69,3.64,194.15,5.01,0.84,13,1
24,proxy24,13.02,1.2,6.38,0.99,8.9,2.26,15,0
25,proxy25,0.94,1.23,1.16,1.01,1.0,0.84,13,0
26,proxy26,1.17,0.99,0.78,1.27,1.01,1.03,16,0
27,proxy27,0.87,0.76,1.01,0.95,1.02,1.1,17,0
28,proxy28,22.91,1.02,3.65,186.57,4.38,0.9,14,1
29,proxy29,0.72,1.06,0.76,0.77,1.0,0.71,11,0
30,proxy30,0.49,1.26,0.62,0.53,0.99,0.58,9,0
31,proxy31,17.25,1.17,2.89,175.66,3.99,0.97,15,1
32,proxy32,0.68,1.2,1.18,0.73,0.99,0.52,8,0
33,proxy33,0.8,0.72,1.11,0.86,0.99,0.71,11,0
34,proxy34,0.31,0.91,1.07,0.33,0.98,0.32,5,0
35,proxy35,0.85,1.26,0.79,0.92,1.0,0.77,12,0
