id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.07,1.68,2.36,0.81,2.44,1.38,27,0
2,proxy2,1.47,0.97,2.22,1.32,2.57,1.91,45,0
3,proxy3,1.0,0.96,0.73,1.07,1.0,0.94,32,0
4,proxy4,1.3,0.96,1.05,1.39,1.02,1.18,40,0
5,proxy5,1.07,1.42,0.84,1.15,1.01,1.12,38,0
6,proxy6,0.79,1.0,0.62,0.85,0.99,0.74,25,0
7,proxy7,0.94,0.92,0.68,1.0,0.99,0.91,31,0
8,proxy8,1.0,0.92,0.84,1.07,0.99,0.88,30,0
9,proxy9,1.42,0.93,2.95,1.05,2.74,1.53,32,0
10,proxy10,0.92,1.73,1.0,0.99,1.0,1.0,34,0
11,proxy11,0.8,1.03,0.72,0.86,1.0,0.85,29,0
12,proxy12,1.18,1.36,2.2,1.0,2.95,1.74,39,0
13,proxy13,0.8,0.95,0.83,0.86,0.99,0.91,31,0
14,proxy14,0.9,1.08,1.05,0.96,0.98,0.94,32,0
15,proxy15,1.4,1.46,2.05,0.89,2.73,1.62,35,0
