Starting training...
Epoch 1/1000, Train Loss: 0.9337, Validation Loss: 0.5214, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 2/1000, Train Loss: 0.3336, Validation Loss: 0.1667, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 3/1000, Train Loss: 0.1146, Validation Loss: 0.1146, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 4/1000, Train Loss: 0.0901, Validation Loss: 0.1184, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 5/1000, Train Loss: 0.0889, Validation Loss: 0.1155, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 6/1000, Train Loss: 0.0852, Validation Loss: 0.1097, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 7/1000, Train Loss: 0.0804, Validation Loss: 0.1027, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 8/1000, Train Loss: 0.0761, Validation Loss: 0.0964, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 9/1000, Train Loss: 0.0741, Validation Loss: 0.0922, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 10/1000, Train Loss: 0.0720, Validation Loss: 0.0903, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 11/1000, Train Loss: 0.0708, Validation Loss: 0.0883, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 12/1000, Train Loss: 0.0692, Validation Loss: 0.0863, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 13/1000, Train Loss: 0.0674, Validation Loss: 0.0844, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 14/1000, Train Loss: 0.0656, Validation Loss: 0.0819, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 15/1000, Train Loss: 0.0633, Validation Loss: 0.0790, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 16/1000, Train Loss: 0.0603, Validation Loss: 0.0757, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 17/1000, Train Loss: 0.0575, Validation Loss: 0.0715, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 18/1000, Train Loss: 0.0538, Validation Loss: 0.0668, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 19/1000, Train Loss: 0.0506, Validation Loss: 0.0625, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 20/1000, Train Loss: 0.0469, Validation Loss: 0.0560, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 21/1000, Train Loss: 0.0424, Validation Loss: 0.0503, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 22/1000, Train Loss: 0.0387, Validation Loss: 0.0453, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
Epoch 23/1000, Train Loss: 0.0342, Validation Loss: 0.0408, Train Accuracy: 0.9838, Validation Accuracy: 0.9844
