id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.63,1.0,1.02,0.63,0.99,0.7,7,0
2,proxy2,1.15,1.0,1.1,1.15,1.01,1.2,12,0
3,proxy3,0.85,0.95,1.21,0.85,1.0,0.7,7,0
4,proxy4,0.83,1.01,0.85,0.83,1.0,0.9,9,0
5,proxy5,1.25,0.88,0.98,1.25,1.01,1.5,15,0
6,proxy6,0.45,1.07,0.78,0.45,1.0,0.7,7,0
7,proxy7,1.25,0.82,1.39,1.25,1.0,1.1,11,0
8,proxy8,20.14,1.13,3.72,250.87,4.51,1.3,13,1
9,proxy9,1.3,1.18,0.79,1.3,1.0,1.1,11,0
10,proxy10,23.12,0.79,4.1,286.53,5.04,0.8,8,1
