id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.81,1.0,1.15,0.82,0.98,0.85,28,0
2,proxy2,0.79,1.16,0.8,0.8,0.98,0.73,24,0
3,proxy3,2.11,1.03,3.7,1.31,4.53,2.39,39,0
4,proxy4,1.0,1.17,0.69,1.01,1.0,0.79,26,0
5,proxy5,0.83,0.88,1.07,0.85,0.99,0.94,31,0
6,proxy6,1.03,0.76,1.0,1.04,1.0,1.09,36,0
7,proxy7,2.3,0.87,3.92,1.47,4.41,2.64,47,0
8,proxy8,1.17,0.92,0.74,1.19,1.02,1.12,37,0
9,proxy9,1.2,0.77,0.9,1.21,1.02,1.18,39,0
10,proxy10,0.76,0.8,1.3,0.77,0.98,0.85,28,0
11,proxy11,0.95,1.05,0.67,0.96,1.01,0.97,32,0
12,proxy12,1.25,1.29,2.76,1.0,2.51,1.7,36,0
13,proxy13,0.93,1.11,0.75,0.94,0.99,0.94,31,0
14,proxy14,0.87,0.73,0.67,0.89,1.0,1.0,33,0
15,proxy15,1.21,1.34,1.01,1.23,0.99,1.0,33,0
