id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,1.18,0.7,1.0,1.0,1.0,6,0
2,proxy2,0.39,0.78,1.22,0.39,0.99,0.67,4,0
3,proxy3,0.82,0.91,1.14,0.82,1.0,1.0,6,0
4,proxy4,0.85,0.71,1.19,0.85,0.99,0.83,5,0
5,proxy5,1.27,1.0,0.81,1.27,1.01,1.5,9,0
6,proxy6,1.2,1.27,1.0,1.2,0.99,1.0,6,0
7,proxy7,0.82,0.82,0.66,0.82,0.99,0.83,5,0
8,proxy8,1.26,1.03,0.87,1.26,1.01,1.67,10,0
9,proxy9,24.96,1.25,5.19,1.15,9.2,4.33,6,0
10,proxy10,1.11,0.94,1.06,1.11,1.0,1.0,6,0
11,proxy11,1.23,0.74,0.76,1.23,1.0,1.33,8,0
12,proxy12,0.94,1.12,0.94,0.94,1.0,1.17,7,0
13,proxy13,26.31,0.74,6.09,1.9,6.65,5.17,11,0
14,proxy14,0.89,1.18,0.98,0.89,1.0,0.83,5,0
15,proxy15,0.91,1.03,1.16,0.91,1.0,1.0,6,0
