id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,24.21,0.72,4.97,224.65,8.54,1.05,22,1
2,proxy2,1.07,1.12,0.88,1.07,0.99,1.0,21,0
3,proxy3,22.09,0.75,5.65,247.43,10.18,0.86,18,1
4,proxy4,1.17,0.99,1.04,1.17,1.02,1.29,27,0
5,proxy5,1.09,1.01,1.07,1.09,1.02,1.05,22,0
6,proxy6,1.2,0.98,0.75,1.2,0.98,1.29,27,0
7,proxy7,0.67,0.74,1.17,0.67,1.0,0.86,18,0
8,proxy8,0.62,0.64,0.96,0.62,0.98,0.52,11,0
9,proxy9,0.58,1.08,1.07,0.58,1.0,0.62,13,0
10,proxy10,0.93,1.19,0.7,0.93,1.0,1.0,21,0
