id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.07,0.86,2.06,0.92,2.29,1.47,33,0
2,proxy2,1.24,0.89,2.05,1.08,2.81,1.5,34,0
3,proxy3,1.14,1.06,3.14,0.73,5.02,1.78,24,0
4,proxy4,0.51,1.24,1.0,0.57,0.96,0.53,19,0
5,proxy5,1.0,1.17,0.64,1.11,1.0,1.0,36,0
6,proxy6,0.83,1.13,0.86,0.92,0.97,0.81,29,0
7,proxy7,0.82,0.82,0.62,0.92,0.99,0.94,34,0
8,proxy8,2.12,1.0,3.98,1.09,5.51,2.61,34,0
9,proxy9,0.9,0.81,0.62,1.0,1.0,0.94,34,0
10,proxy10,0.92,1.36,0.96,1.03,0.98,0.94,34,0
11,proxy11,1.54,0.96,1.56,1.24,3.63,1.67,40,0
12,proxy12,0.66,1.25,0.61,0.74,0.98,0.86,31,0
13,proxy13,0.83,0.96,1.03,0.92,0.97,0.89,32,0
14,proxy14,1.2,0.75,0.73,1.33,1.01,1.25,45,0
15,proxy15,1.65,1.03,1.45,1.31,3.67,1.69,41,0
