id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.73,0.79,1.32,0.73,1.0,0.83,5,0
2,proxy2,0.68,1.22,1.0,0.68,1.0,0.83,5,0
3,proxy3,7.15,1.22,0.93,7.15,1.0,0.83,5,1
4,proxy4,1.0,0.94,0.74,1.0,0.99,1.0,6,0
5,proxy5,0.58,1.27,1.05,0.58,1.0,1.0,6,0
6,proxy6,1.07,0.7,0.82,1.07,1.01,1.33,8,0
7,proxy7,1.49,1.33,0.69,1.49,1.0,1.67,10,0
8,proxy8,2.07,1.0,0.74,2.07,1.01,2.17,13,0
9,proxy9,0.61,0.99,1.31,0.61,1.0,0.83,5,0
10,proxy10,12.47,0.71,0.95,12.47,1.0,1.0,6,1
11,proxy11,12.23,1.33,1.24,12.23,1.0,1.17,7,1
12,proxy12,1.07,0.93,0.73,1.07,1.0,1.17,7,0
13,proxy13,45.61,1.15,4.14,329.98,5.34,0.83,5,1
14,proxy14,0.46,1.32,1.13,0.46,1.0,0.5,3,0
15,proxy15,1.41,1.06,1.23,1.41,1.0,1.5,9,0
