id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.97,1.03,1.27,1.0,1.0,1.0,6,0
2,proxy2,1.0,1.21,0.99,1.03,1.0,1.0,6,0
3,proxy3,0.6,1.23,1.1,0.61,1.0,0.67,4,0
4,proxy4,1.58,0.83,1.0,1.63,1.01,1.5,9,0
5,proxy5,0.62,1.0,1.03,0.64,1.0,1.0,6,0
6,proxy6,24.85,1.16,7.29,0.97,7.58,4.67,8,0
7,proxy7,0.81,0.98,1.17,0.83,0.99,1.0,6,0
8,proxy8,1.19,0.98,0.82,1.23,1.01,1.17,7,0
9,proxy9,0.84,0.68,0.92,0.86,1.0,0.83,5,0
10,proxy10,1.13,1.11,1.07,1.15,1.0,0.83,5,0
11,proxy11,0.6,0.91,0.88,0.61,1.0,0.83,5,0
12,proxy12,0.57,1.09,0.89,0.58,1.0,0.83,5,0
13,proxy13,1.15,0.82,1.2,1.18,1.0,1.33,8,0
14,proxy14,1.6,0.88,0.99,1.64,1.03,2.17,13,0
15,proxy15,1.73,1.05,0.73,1.77,1.0,1.17,7,0
