id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.85,1.04,3.05,1.38,3.25,2.1,24,0
2,proxy2,1.23,1.25,0.81,1.28,1.02,1.05,22,0
3,proxy3,0.83,1.12,1.04,0.87,0.99,0.9,19,0
4,proxy4,0.66,0.96,1.04,0.69,0.98,0.76,16,0
5,proxy5,0.88,0.76,0.96,0.92,0.99,0.81,17,0
6,proxy6,1.89,0.99,2.29,1.12,3.13,1.95,21,0
7,proxy7,1.41,1.01,1.99,1.08,2.43,2.0,22,0
8,proxy8,0.77,0.77,0.86,0.81,1.0,0.95,20,0
9,proxy9,0.72,0.81,0.7,0.76,0.99,0.76,16,0
10,proxy10,1.12,1.08,0.94,1.17,1.0,1.1,23,0
