id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.11,1.22,1.28,1.11,1.02,1.38,11,0
2,proxy2,2.28,0.64,0.68,2.28,1.03,2.0,16,0
3,proxy3,1.14,1.15,0.99,1.14,1.0,1.12,9,0
4,proxy4,1.57,1.22,0.91,1.57,1.01,1.25,10,0
5,proxy5,1.85,1.08,0.78,1.85,1.0,1.62,13,0
6,proxy6,1.51,0.87,1.03,1.51,1.01,1.62,13,0
7,proxy7,0.89,0.72,0.84,0.89,0.99,0.62,5,0
8,proxy8,0.96,0.83,0.77,0.96,1.0,0.88,7,0
9,proxy9,0.99,0.74,1.09,0.99,1.0,0.88,7,0
10,proxy10,0.62,1.18,0.88,0.62,0.99,0.62,5,0
11,proxy11,0.49,0.83,1.03,0.49,0.99,0.62,5,0
12,proxy12,1.3,0.65,0.86,1.3,1.0,1.25,10,0
13,proxy13,0.98,0.86,0.79,0.98,1.0,1.0,8,0
14,proxy14,1.12,0.93,0.77,1.12,1.0,1.0,8,0
15,proxy15,1.58,1.15,1.18,1.58,1.01,1.25,10,0
16,proxy16,0.48,0.78,1.0,0.48,0.99,0.38,3,0
17,proxy17,1.83,1.0,1.29,1.83,1.0,1.38,11,0
18,proxy18,1.04,0.91,1.0,1.04,0.99,0.62,5,0
19,proxy19,1.32,1.01,0.98,1.32,1.0,1.12,9,0
20,proxy20,0.51,1.06,1.01,0.51,0.99,0.5,4,0
21,proxy21,1.0,1.06,0.75,1.0,1.01,1.0,8,0
22,proxy22,1.3,1.19,1.25,1.3,1.01,1.0,8,0
23,proxy23,0.9,0.78,1.02,0.9,1.0,0.75,6,0
24,proxy24,1.06,0.93,1.21,1.06,1.0,0.88,7,0
25,proxy25,0.88,1.1,0.93,0.88,1.0,1.12,9,0
26,proxy26,0.7,1.04,0.72,0.7,1.0,0.75,6,0
27,proxy27,1.08,1.23,1.04,1.08,1.0,1.38,11,0
28,proxy28,1.7,1.11,1.29,1.7,1.01,1.62,13,0
29,proxy29,1.18,0.8,0.89,1.18,1.0,1.0,8,0
30,proxy30,0.69,1.24,1.08,0.69,0.99,0.5,4,0
31,proxy31,2.17,1.09,0.84,2.17,1.02,1.62,13,0
32,proxy32,0.93,1.21,0.8,0.93,1.0,1.12,9,0
33,proxy33,0.95,1.13,1.06,0.95,0.99,1.12,9,0
34,proxy34,0.72,0.99,1.0,0.72,0.99,0.62,5,0
35,proxy35,0.52,1.22,1.0,0.52,1.0,0.5,4,0
36,proxy36,3.07,1.16,0.81,3.07,1.03,2.62,21,0
37,proxy37,1.14,0.7,1.01,1.14,1.0,0.88,7,0
38,proxy38,0.7,1.26,1.16,0.7,0.99,0.38,3,0
39,proxy39,1.1,0.8,1.09,1.1,1.0,0.88,7,0
40,proxy40,0.65,1.02,1.33,0.65,0.99,0.5,4,0
41,proxy41,1.52,0.67,0.84,1.52,1.02,2.0,16,0
42,proxy42,1.56,1.09,1.22,1.56,1.01,1.75,14,0
43,proxy43,0.88,1.26,1.17,0.88,0.99,1.0,8,0
44,proxy44,1.46,1.03,0.96,1.46,0.99,1.0,8,0
45,proxy45,0.8,1.15,1.28,0.8,1.0,0.88,7,0
46,proxy46,0.79,0.72,0.69,0.79,1.0,0.88,7,0
47,proxy47,1.31,0.86,0.79,1.31,1.01,1.38,11,0
48,proxy48,1.71,1.18,1.06,1.71,1.01,1.62,13,0
49,proxy49,0.71,1.12,1.2,0.71,0.99,0.88,7,0
50,proxy50,0.8,0.85,1.19,0.8,0.99,0.75,6,0
51,proxy51,0.89,1.08,1.1,0.89,1.0,0.75,6,0
52,proxy52,0.68,1.14,0.86,0.68,0.99,0.75,6,0
53,proxy53,0.56,0.78,0.88,0.56,0.99,0.5,4,0
54,proxy54,0.82,1.09,0.75,0.82,1.01,1.0,8,0
55,proxy55,1.19,1.25,1.18,1.19,1.01,1.25,10,0
56,proxy56,0.64,0.81,1.08,0.64,1.0,0.62,5,0
57,proxy57,0.69,1.22,0.79,0.69,0.99,0.62,5,0
