id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.6,1.03,0.96,0.6,1.0,0.75,6,0
2,proxy2,0.57,0.7,0.87,0.58,0.99,0.62,5,0
3,proxy3,1.7,0.91,1.2,1.72,1.01,1.5,12,0
4,proxy4,0.51,1.24,1.11,0.52,0.99,0.75,6,0
5,proxy5,1.23,1.05,0.79,1.25,1.01,1.25,10,0
6,proxy6,0.61,1.05,0.65,0.62,1.0,1.0,8,0
7,proxy7,20.29,1.23,4.82,0.93,10.0,3.62,9,0
8,proxy8,1.16,0.9,1.13,1.17,1.01,1.12,9,0
9,proxy9,32.96,1.13,12.62,2.1,16.95,6.75,14,0
10,proxy10,0.6,0.71,1.04,0.61,0.99,0.5,4,0
11,proxy11,1.14,1.13,1.14,1.16,1.0,0.88,7,0
12,proxy12,0.85,1.06,0.93,0.86,0.99,0.62,5,0
13,proxy13,1.14,0.67,1.06,1.16,1.0,1.25,10,0
14,proxy14,1.77,0.76,0.92,1.8,1.0,1.25,10,0
15,proxy15,0.99,0.71,1.11,1.01,1.01,1.25,10,0
16,proxy16,1.07,0.74,0.62,1.09,1.01,1.0,8,0
17,proxy17,0.86,0.9,1.22,0.87,1.0,0.88,7,0
18,proxy18,1.27,0.99,0.97,1.29,0.99,0.88,7,0
19,proxy19,1.05,0.79,6.58,1.06,8.78,3.62,9,0
20,proxy20,1.17,1.11,0.86,1.19,1.0,0.88,7,0
21,proxy21,2.06,1.25,0.97,2.09,1.02,2.12,17,0
22,proxy22,0.63,0.94,0.88,0.64,1.0,1.0,8,0
23,proxy23,19.78,1.29,4.26,1.47,8.74,3.75,10,0
24,proxy24,1.68,1.25,1.15,1.7,1.0,1.25,10,0
25,proxy25,24.11,0.92,5.09,1.09,8.65,3.38,7,0
26,proxy26,0.64,1.12,1.19,0.65,1.0,1.0,8,0
27,proxy27,0.84,1.06,1.02,0.85,0.99,0.75,6,0
28,proxy28,0.65,0.79,0.65,0.66,0.99,0.5,4,0
29,proxy29,1.05,1.0,1.02,1.07,0.99,0.88,7,0
30,proxy30,0.8,0.73,1.23,0.81,0.99,0.75,6,0
31,proxy31,1.63,0.82,0.92,1.66,1.01,1.25,10,0
32,proxy32,1.05,0.99,1.17,1.06,1.0,1.25,10,0
33,proxy33,0.42,0.91,0.79,0.42,0.99,0.5,4,0
34,proxy34,0.88,0.9,0.94,0.9,1.0,1.38,11,0
35,proxy35,1.85,0.87,0.71,1.88,1.02,1.62,13,0
36,proxy36,0.7,0.82,0.84,0.71,1.0,1.0,8,0
37,proxy37,1.54,1.18,1.13,1.56,1.01,1.38,11,0
38,proxy38,0.94,0.89,0.64,0.95,1.0,1.0,8,0
39,proxy39,1.44,1.0,0.86,1.46,1.01,1.25,10,0
40,proxy40,1.19,1.26,0.95,1.2,1.0,1.0,8,0
