id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,106.171.255.248,3,0.9394102475038116,6,0,3,25
2,89.241.86.242,17,0.25194050864277373,2,0,5,71
3,101.124.102.78,19,0.971497389839578,3,3,7,17
4,191.82.147.81,38,0.44549270176345124,4,3,8,4
5,43.136.190.254,8,0.8628096480779,10,0,8,134
6,222.78.34.233,9,0.4508022574660546,7,4,5,148
7,59.253.139.103,8,0.9184726528210806,2,3,5,143
8,182.161.48.74,16,0.13750139243791895,5,3,8,60
9,90.206.205.36,17,0.5169485821205443,9,0,8,88
10,124.61.183.214,50,0.42194631887954626,6,2,4,149
11,184.186.116.146,16,0.7244962531633109,8,3,6,38
12,51.161.238.215,31,0.6115010907946699,1,4,4,6
13,159.187.59.216,33,0.6944423988569837,3,1,8,56
14,3.153.90.209,31,0.6183065056724626,2,0,6,149
15,154.170.23.108,28,0.8772341902181617,4,2,2,132
16,137.134.227.255,10,0.9063736211753667,6,4,7,103
17,39.242.19.158,19,0.2896924711316627,5,0,5,96
18,139.149.208.62,21,0.6325876884603155,6,4,7,110
19,89.64.171.56,19,0.18818960657093098,6,3,8,5
20,148.155.23.159,7,0.8111880282786943,3,2,8,145
21,115.130.134.68,22,0.7081631058970876,4,1,3,92
22,227.155.229.83,22,0.10383369389679456,5,4,3,64
23,178.112.183.146,44,0.7652843116270909,8,0,1,84
24,181.186.173.99,8,0.15279019073831318,3,4,1,82
25,9.250.236.120,45,0.2245930279382342,3,5,1,41
26,208.115.186.123,41,0.6659187530960257,10,4,8,143
27,164.247.175.208,48,0.5826315273563276,2,5,7,49
28,208.215.124.62,25,0.500114275387396,6,5,8,63
29,127.79.5.173,24,0.8215827568158173,9,0,8,96
30,81.221.35.8,32,0.9972892014316287,8,3,5,138
31,127.145.174.61,26,0.7365087118448809,8,1,4,51
32,141.252.204.134,42,0.9191293979905419,3,0,8,89
33,180.114.118.67,0,0.48040525773350795,4,5,4,103
34,27.119.187.53,44,0.59948107498451,6,1,8,142
35,45.41.214.135,24,0.6616986010635452,2,0,5,22
36,192.240.66.255,2,0.2164252861725473,10,4,5,97
37,207.30.208.63,20,0.9327239875770926,3,0,7,70
38,166.117.163.60,45,0.11468547859951721,2,0,4,58
39,219.131.103.141,31,0.44511494686350006,4,4,7,24
40,83.229.90.200,38,0.5782434147349637,2,3,6,37
41,155.181.50.45,38,0.26064116139654997,10,1,7,30
42,50.124.45.196,38,0.21807236900584753,1,0,7,150
43,153.104.187.211,30,0.8706482850021344,8,0,3,57
44,145.128.173.15,43,0.8214807995495822,2,0,5,36
45,220.164.44.76,14,0.8727460429401764,8,4,4,37
46,138.136.105.179,16,0.7251722296831711,8,4,2,27
47,47.97.243.245,28,0.5320373805489935,7,2,2,135
48,144.6.215.213,34,0.11062086744874697,2,4,8,135
49,237.221.46.203,20,0.42467017968653786,10,1,8,73
50,138.103.67.35,45,0.4641956616643951,7,5,6,109
51,39.229.116.47,47,0.9918579725330803,9,5,2,77
52,249.231.152.204,43,0.2263269884858719,8,3,6,30
53,159.221.102.27,37,0.5111611654938635,7,0,3,50
54,202.52.216.126,20,0.5003159256642797,3,1,6,129
55,211.175.89.216,40,0.31775447907609977,2,0,8,17
56,35.172.213.220,41,0.6447556059479325,6,4,5,97
57,37.35.115.17,14,0.2161161234633101,5,1,1,62
