id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.83,1.15,0.93,0.83,1.0,0.67,6,0
2,proxy2,0.94,1.21,0.89,0.94,1.0,0.67,6,0
3,proxy3,27.26,1.23,4.27,235.73,5.52,1.67,15,1
4,proxy4,28.86,0.84,3.9,326.03,5.22,1.44,13,1
5,proxy5,1.06,0.89,1.47,1.06,1.0,1.0,9,0
6,proxy6,0.5,1.02,1.03,0.5,0.99,0.44,4,0
7,proxy7,0.89,0.98,0.94,0.89,1.01,1.0,9,0
8,proxy8,1.46,1.3,1.05,1.46,1.03,1.78,16,0
9,proxy9,1.2,0.76,0.97,1.2,1.02,1.33,12,0
10,proxy10,1.14,0.76,1.27,1.14,1.0,1.11,10,0
