id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,11.7,0.79,3.45,161.82,4.63,0.72,13,1
2,proxy2,13.6,0.82,3.48,109.19,4.88,1.11,20,1
3,proxy3,0.82,0.67,1.04,0.82,1.0,1.0,18,0
4,proxy4,1.04,0.99,1.01,1.04,1.01,1.17,21,0
5,proxy5,1.0,1.14,0.89,1.0,1.0,1.0,18,0
6,proxy6,1.13,1.1,0.98,1.13,1.02,1.44,26,0
7,proxy7,31.51,1.1,5.49,248.99,8.64,1.44,26,1
8,proxy8,0.77,1.08,1.29,0.77,0.99,0.83,15,0
9,proxy9,1.53,1.0,1.0,1.53,1.0,1.44,26,0
10,proxy10,0.71,0.77,0.82,0.71,0.99,0.94,17,0
