id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.17,1.14,0.98,1.17,1.0,1.0,7,0
2,proxy2,24.02,0.79,6.84,0.91,7.07,3.57,5,0
3,proxy3,1.67,1.21,1.31,1.68,1.02,1.57,11,0
4,proxy4,1.0,1.0,1.29,1.01,1.0,0.71,5,0
5,proxy5,1.35,1.21,0.84,1.36,1.02,1.43,10,0
6,proxy6,0.47,0.8,0.66,0.48,1.0,0.43,3,0
7,proxy7,1.08,0.94,1.08,1.08,1.0,1.0,7,0
8,proxy8,0.85,1.07,0.78,0.85,1.01,1.0,7,0
9,proxy9,0.94,0.76,1.29,0.94,1.0,0.86,6,0
10,proxy10,0.51,0.66,0.78,0.52,0.99,0.57,4,0
11,proxy11,1.34,1.05,1.14,1.34,1.01,1.29,9,0
12,proxy12,0.86,1.27,0.94,0.86,1.0,0.86,6,0
13,proxy13,24.87,0.76,4.45,1.17,7.54,4.0,8,0
14,proxy14,0.99,1.08,1.0,1.0,1.0,0.71,5,0
15,proxy15,0.99,0.92,0.83,1.0,0.99,1.0,7,0
