id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.05,0.91,0.76,1.09,1.0,1.14,8,0
2,proxy2,0.29,1.12,1.05,0.3,0.99,0.14,1,0
3,proxy3,1.57,0.87,0.66,1.63,1.01,1.43,10,0
4,proxy4,1.2,1.11,0.97,1.25,0.99,0.71,5,0
5,proxy5,1.8,0.83,1.23,1.86,1.0,1.57,11,0
6,proxy6,1.03,1.07,1.0,1.07,1.01,1.0,7,0
7,proxy7,1.24,0.89,0.85,1.28,1.0,1.29,9,0
8,proxy8,1.3,0.98,0.71,1.35,1.01,1.29,9,0
9,proxy9,0.89,1.28,1.03,0.92,1.0,0.86,6,0
10,proxy10,0.68,0.89,0.77,0.7,0.99,0.43,3,0
11,proxy11,1.81,1.26,0.99,1.87,1.0,1.14,8,0
12,proxy12,21.21,1.27,7.07,1.01,8.8,3.86,7,0
13,proxy13,1.02,1.16,1.13,1.06,1.0,0.86,6,0
14,proxy14,0.66,0.84,1.01,0.68,1.0,0.71,5,0
15,proxy15,0.7,0.71,1.14,0.72,1.0,0.71,5,0
16,proxy16,1.87,0.99,1.05,1.94,1.0,1.29,9,0
17,proxy17,0.71,1.02,1.15,0.73,0.99,0.71,5,0
18,proxy18,1.47,1.16,1.22,1.53,1.01,1.57,11,0
19,proxy19,1.13,0.96,0.83,1.17,1.0,1.0,7,0
20,proxy20,19.59,0.73,7.12,1.13,10.8,3.86,7,0
21,proxy21,1.27,1.27,0.83,1.32,1.0,1.0,7,0
22,proxy22,0.42,1.31,0.94,0.43,0.99,0.43,3,0
23,proxy23,0.8,0.98,0.94,0.83,1.01,1.29,9,0
24,proxy24,0.49,0.74,0.78,0.51,0.99,0.57,4,0
25,proxy25,0.51,1.3,0.92,0.53,0.99,0.57,4,0
26,proxy26,1.84,0.99,0.86,1.9,1.01,1.43,10,0
27,proxy27,0.97,0.82,1.16,1.0,1.0,1.14,8,0
28,proxy28,1.62,0.92,0.76,1.68,1.0,1.14,8,0
29,proxy29,0.66,1.03,1.29,0.69,0.99,0.57,4,0
30,proxy30,1.24,0.91,1.31,1.28,1.01,1.14,8,0
31,proxy31,0.87,0.74,1.27,0.9,1.0,1.14,8,0
32,proxy32,0.6,1.17,0.69,0.62,1.0,0.57,4,0
33,proxy33,0.54,1.05,0.79,0.56,0.99,0.57,4,0
34,proxy34,0.54,1.31,0.78,0.56,0.99,0.57,4,0
35,proxy35,1.24,0.96,0.78,1.29,1.0,1.14,8,0
36,proxy36,51.83,0.87,11.09,1.59,18.52,7.0,9,0
37,proxy37,1.19,1.07,0.83,1.23,1.0,1.43,10,0
38,proxy38,0.84,0.69,0.8,0.87,1.0,0.86,6,0
39,proxy39,0.73,1.13,1.16,0.76,1.0,0.86,6,0
40,proxy40,1.15,1.23,0.72,1.19,1.0,0.86,6,0
41,proxy41,1.4,0.91,0.66,1.45,1.01,1.29,9,0
42,proxy42,0.93,1.1,0.76,0.96,0.99,0.71,5,0
43,proxy43,0.45,1.24,0.84,0.47,1.0,0.43,3,0
44,proxy44,0.5,0.78,1.03,0.51,0.98,0.43,3,0
45,proxy45,0.99,0.82,1.12,1.02,1.01,1.29,9,0
46,proxy46,0.49,0.9,1.21,0.51,1.0,1.0,7,0
47,proxy47,1.13,0.86,0.72,1.17,1.0,0.86,6,0
48,proxy48,0.93,0.72,0.99,0.96,1.0,1.0,7,0
49,proxy49,0.4,1.13,0.96,0.42,0.99,0.43,3,0
50,proxy50,1.05,0.93,1.03,1.08,1.0,1.14,8,0
51,proxy51,2.52,1.08,0.76,2.61,1.02,2.0,14,0
52,proxy52,1.38,0.98,1.23,1.43,1.02,1.43,10,0
53,proxy53,0.45,1.05,0.94,0.47,0.99,0.71,5,0
54,proxy54,1.18,1.3,1.28,1.23,1.0,0.86,6,0
55,proxy55,1.1,1.28,0.67,1.14,1.0,1.0,7,0
56,proxy56,1.06,0.69,1.0,1.1,1.0,1.0,7,0
57,proxy57,0.47,1.3,0.66,0.49,0.99,0.43,3,0
58,proxy58,29.12,1.03,7.66,1.43,8.55,3.86,7,0
59,proxy59,23.41,0.84,5.05,0.9,7.5,3.71,6,0
60,proxy60,1.13,1.0,1.14,1.17,1.0,0.86,6,0
61,proxy61,0.88,0.74,0.79,0.91,1.0,1.29,9,0
62,proxy62,0.61,0.91,0.71,0.63,1.0,0.57,4,0
63,proxy63,2.27,0.9,5.46,0.55,7.64,3.86,7,0
64,proxy64,0.9,1.19,0.71,0.93,1.02,1.14,8,0
65,proxy65,1.03,1.11,0.98,1.07,0.99,0.86,6,0
66,proxy66,0.65,0.91,0.75,0.67,1.0,1.0,7,0
