id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.05,1.13,0.9,1.05,0.99,1.0,13,0
2,proxy2,0.93,1.1,0.99,0.93,1.0,1.0,13,0
3,proxy3,0.47,1.15,1.06,0.47,0.99,0.54,7,0
4,proxy4,0.95,0.81,0.68,0.95,1.0,1.31,17,0
5,proxy5,0.79,0.97,0.67,0.79,0.99,0.77,10,0
6,proxy6,15.03,1.2,3.7,148.32,5.46,0.69,9,1
7,proxy7,1.37,0.74,1.23,1.37,1.01,1.54,20,0
8,proxy8,1.3,0.81,1.2,1.3,1.01,1.46,19,0
9,proxy9,1.12,0.71,0.79,1.12,1.0,1.08,14,0
10,proxy10,0.89,1.03,0.85,0.89,1.0,1.0,13,0
11,proxy11,1.18,0.9,1.1,1.18,1.0,1.15,15,0
12,proxy12,0.62,0.68,1.01,0.62,0.98,0.62,8,0
13,proxy13,1.17,1.22,0.79,1.17,0.99,1.0,13,0
14,proxy14,1.17,1.33,1.17,1.17,0.99,1.23,16,0
15,proxy15,0.75,1.06,1.13,0.75,1.0,1.0,13,0
