id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.67,0.88,1.23,0.67,0.99,0.57,4,0
2,proxy2,0.28,0.74,1.21,0.28,1.0,0.57,4,0
3,proxy3,0.61,0.79,0.91,0.61,1.0,1.0,7,0
4,proxy4,1.17,1.34,0.77,1.17,1.0,1.0,7,0
5,proxy5,0.89,1.06,1.01,0.89,1.0,0.86,6,0
6,proxy6,5.85,0.92,1.19,5.85,0.99,0.29,2,1
7,proxy7,1.55,0.76,0.87,1.55,1.01,1.57,11,0
8,proxy8,0.91,1.02,1.11,0.91,1.01,1.0,7,0
9,proxy9,1.17,1.28,1.32,1.17,1.0,1.14,8,0
10,proxy10,0.62,0.98,0.78,0.62,1.0,0.57,4,0
11,proxy11,1.47,1.03,0.99,1.47,1.01,1.29,9,0
12,proxy12,1.09,1.09,1.31,1.09,1.0,0.86,6,0
13,proxy13,45.75,0.76,3.74,382.42,4.65,1.14,8,1
14,proxy14,1.46,0.7,0.9,1.46,1.01,1.86,13,0
15,proxy15,10.59,1.05,1.04,10.59,1.01,0.57,4,1
