id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.46,1.05,0.81,1.46,1.01,1.38,18,0
2,proxy2,1.01,0.67,1.24,1.01,1.0,1.0,13,0
3,proxy3,1.27,0.74,1.34,1.27,1.0,1.23,16,0
4,proxy4,1.0,0.74,0.72,1.0,1.01,1.0,13,0
5,proxy5,21.89,0.71,4.31,165.62,5.56,0.69,9,1
6,proxy6,0.97,1.03,0.98,0.97,0.99,1.08,14,0
7,proxy7,1.36,0.7,0.95,1.36,1.01,1.08,14,0
8,proxy8,0.71,1.06,1.0,0.71,0.99,0.92,12,0
9,proxy9,1.47,1.08,1.25,1.47,0.99,1.15,15,0
10,proxy10,21.93,0.72,4.41,161.73,5.38,1.15,15,1
11,proxy11,0.87,1.0,1.11,0.87,1.0,1.08,14,0
12,proxy12,1.07,1.1,0.98,1.07,1.0,1.0,13,0
13,proxy13,0.81,1.06,1.18,0.81,1.0,0.77,10,0
14,proxy14,0.87,0.65,1.33,0.87,0.99,0.85,11,0
15,proxy15,0.71,0.73,0.94,0.71,1.0,1.0,13,0
