id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.85,1.17,1.0,0.89,1.01,1.0,14,0
2,proxy2,1.24,1.18,0.59,1.3,1.01,1.29,18,0
3,proxy3,0.93,0.71,0.78,0.98,1.01,1.07,15,0
4,proxy4,0.79,1.15,1.0,0.83,0.99,1.0,14,0
5,proxy5,0.92,1.02,0.62,0.97,1.0,1.14,16,0
6,proxy6,0.42,1.12,1.11,0.45,0.97,0.5,7,0
7,proxy7,0.4,0.85,1.03,0.42,0.98,0.57,8,0
8,proxy8,23.53,1.13,8.07,1.01,19.22,3.71,12,0
9,proxy9,0.59,1.14,0.73,0.62,0.97,0.5,7,0
10,proxy10,16.73,0.71,2.49,187.22,4.92,1.07,15,1
11,proxy11,28.78,0.79,8.53,162.84,12.78,2.71,18,1
12,proxy12,18.52,0.72,3.19,144.86,4.49,0.79,11,1
13,proxy13,1.29,0.92,1.06,1.36,1.01,1.43,20,0
14,proxy14,1.05,0.76,1.0,1.1,1.0,1.0,14,0
15,proxy15,32.81,0.79,6.9,215.9,11.11,2.29,12,1
16,proxy16,16.93,0.9,2.92,186.09,5.21,1.79,25,1
17,proxy17,1.01,0.93,0.86,1.07,1.0,0.93,13,0
18,proxy18,1.02,1.07,1.08,1.07,1.0,1.14,16,0
19,proxy19,0.99,0.68,1.09,1.04,1.0,1.0,14,0
20,proxy20,0.85,0.99,0.84,0.9,0.99,1.0,14,0
21,proxy21,1.11,0.73,0.98,1.17,0.99,0.93,13,0
22,proxy22,1.05,1.07,0.74,1.1,1.0,1.0,14,0
23,proxy23,1.06,0.91,0.99,1.12,0.99,1.0,14,0
24,proxy24,0.82,0.98,1.13,0.86,0.98,0.93,13,0
25,proxy25,20.52,1.19,3.51,200.28,5.27,1.07,15,1
26,proxy26,12.29,1.16,3.86,0.63,9.9,2.07,9,0
27,proxy27,1.15,1.14,1.09,1.21,1.01,1.43,20,0
28,proxy28,19.53,0.87,3.21,173.13,3.92,1.0,14,1
29,proxy29,1.47,0.81,0.86,1.55,1.01,1.64,23,0
30,proxy30,0.93,0.66,1.09,0.98,0.99,1.0,14,0
31,proxy31,0.94,0.7,1.0,0.99,0.99,0.86,12,0
32,proxy32,18.05,1.13,2.7,202.2,4.3,1.07,15,1
33,proxy33,0.37,1.05,0.91,0.39,0.99,0.71,10,0
34,proxy34,19.32,0.87,2.97,201.44,5.19,1.14,16,1
35,proxy35,1.07,1.01,0.61,1.12,1.0,1.07,15,0
