id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.03,1.16,0.99,1.03,1.0,0.9,18,0
2,proxy2,1.33,0.64,1.06,1.33,1.01,1.05,21,0
3,proxy3,1.26,1.13,1.02,1.26,1.0,1.0,20,0
4,proxy4,1.31,0.99,0.65,1.31,1.0,1.15,23,0
5,proxy5,0.97,0.6,0.64,0.97,1.0,1.0,20,0
6,proxy6,0.79,1.16,0.8,0.79,1.0,1.05,21,0
7,proxy7,16.93,1.0,3.37,115.12,5.53,1.05,21,1
8,proxy8,0.91,0.81,1.01,0.91,0.99,0.85,17,0
9,proxy9,0.88,1.01,1.04,0.88,1.0,0.9,18,0
10,proxy10,14.81,0.74,3.13,151.48,5.66,1.05,21,1
