id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,30.56,0.84,7.32,2.01,9.63,4.43,11,0
2,proxy2,28.42,1.0,6.39,1.3,8.96,3.71,6,0
3,proxy3,1.3,1.07,0.89,1.32,0.99,1.0,7,0
4,proxy4,0.76,1.28,0.97,0.77,1.0,0.71,5,0
5,proxy5,1.21,1.15,0.99,1.23,0.99,1.14,8,0
6,proxy6,0.61,1.24,0.8,0.62,0.99,0.43,3,0
7,proxy7,0.96,1.29,1.08,0.97,1.0,0.86,6,0
8,proxy8,0.96,0.73,0.88,0.97,0.99,0.57,4,0
9,proxy9,0.86,1.06,0.87,0.87,1.0,0.86,6,0
10,proxy10,1.0,1.38,1.3,1.01,1.01,1.29,9,0
11,proxy11,0.64,0.73,0.91,0.64,1.0,0.57,4,0
12,proxy12,1.58,0.86,1.0,1.6,1.01,1.57,11,0
13,proxy13,0.99,0.95,1.14,1.0,0.99,1.0,7,0
14,proxy14,2.29,0.73,1.13,2.32,1.01,1.43,10,0
15,proxy15,27.26,0.74,5.43,0.84,10.11,3.29,3,0
