id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,5.049999999999999,4.004900484817974,20.25838266138987,0.5050000000000001,100,63,19
2,proxy2,3.2399999999999993,3.6243711028838623,16.901196163615996,0.32400000000000007,100,69,15
3,proxy3,5.460000000000001,3.7550999923915147,15.285339455532501,0.546,100,56,18
4,proxy4,4.430000000000001,3.7968011004897257,16.884970829555307,0.44300000000000006,100,61,14
5,proxy5,5.529999999999999,4.093338419811168,17.454348149365664,0.5530000000000003,100,83,22
6,proxy6,7.42,4.063790012649912,20.22109946475675,0.7420000000000002,100,61,24
7,proxy7,24.70561083570014,4.199291497251131,45.68254691039405,38.088241649918984,100,99,30
8,proxy8,35.85940837841813,4.149374530111627,42.65195910985172,20.921319411036038,100,57,25
9,proxy9,2.8800000000000003,3.8302776590124057,26.539928485504202,0.2880000000000001,100,56,15
10,proxy10,3.05,3.93798258248009,13.318067319336436,0.30500000000000005,100,59,18
