id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.61,1.01,1.0,1.31,1.26,1.23,39,0
2,proxy2,1.0,1.0,0.43,1.13,0.52,0.71,34,0
3,proxy3,1.77,0.85,1.85,1.13,2.72,1.75,44,0
4,proxy4,0.85,0.88,1.01,0.69,1.81,1.0,28,0
5,proxy5,0.99,1.25,0.32,1.13,0.54,0.75,36,0
6,proxy6,1.27,1.03,1.08,0.9,1.24,1.12,34,0
7,proxy7,0.64,1.18,0.53,0.72,0.52,0.65,31,0
8,proxy8,0.69,0.86,0.58,0.78,0.5,0.5,24,0
9,proxy9,0.7,0.7,0.4,0.79,0.51,0.6,29,0
10,proxy10,0.82,1.25,0.6,0.93,0.52,0.58,28,0
11,proxy11,2.47,0.73,2.21,1.32,3.47,2.04,38,0
12,proxy12,1.3,1.19,1.11,1.0,1.49,1.08,32,0
13,proxy13,0.96,0.8,0.36,1.09,0.51,0.77,37,0
14,proxy14,1.66,1.19,1.47,1.19,2.09,1.62,38,0
15,proxy15,1.22,0.67,1.08,0.81,1.0,1.0,28,0
