id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.09,1.14,0.89,1.2,0.99,0.95,20,0
2,proxy2,0.63,0.9,0.65,0.69,0.98,0.71,15,0
3,proxy3,1.53,0.74,1.87,1.25,2.87,2.24,27,0
4,proxy4,0.91,1.02,1.07,1.01,0.98,0.95,20,0
5,proxy5,1.5,0.79,2.26,0.71,3.36,1.67,15,0
6,proxy6,0.89,1.0,0.62,0.99,0.98,0.81,17,0
7,proxy7,0.8,1.07,0.84,0.88,1.01,1.05,22,0
8,proxy8,0.72,1.0,0.93,0.79,0.98,0.81,17,0
9,proxy9,1.98,1.16,2.24,1.49,3.31,2.1,24,0
10,proxy10,1.66,0.84,1.48,1.13,3.44,2.05,23,0
