id,normal,abnormal,unknown
199.156.146.204,1,0,0
245.223.120.156,1,0,0
195.252.145.235,1,0,0
229.180.124.243,1,0,0
90.77.39.138,1,0,0
219.110.187.70,1,0,0
57.204.180.12,1,0,0
84.156.34.18,1,0,0
191.138.7.151,1,0,0
88.41.221.34,1,0,0
131.105.81.9,1,0,0
116.4.29.224,1,0,0
75.249.69.244,1,0,0
48.69.196.14,1,0,0
217.197.106.212,1,0,0
234.234.168.233,1,0,0
145.1.229.10,1,0,0
148.40.110.75,1,0,0
92.132.138.132,1,0,0
154.111.91.244,1,0,0
96.108.134.164,1,0,0
69.17.143.29,1,0,0
3.108.237.94,1,0,0
126.155.63.202,1,0,0
155.162.178.23,1,0,0
195.15.202.108,1,0,0
140.239.2.110,1,0,0
215.72.134.249,1,0,0
174.145.6.224,1,0,0
98.214.113.6,1,0,0
222.242.77.211,1,0,0
242.22.105.209,1,0,0
209.133.196.125,1,0,0
188.225.116.228,1,0,0
6.41.237.143,1,0,0
65.69.102.236,1,0,0
243.208.225.82,1,0,0
24.226.95.206,1,0,0
76.161.5.83,1,0,0
134.186.102.226,1,0,0
226.210.8.54,1,0,0
38.204.35.127,1,0,0
211.22.133.185,1,0,0
207.245.249.161,1,0,0
90.223.19.148,1,0,0
221.203.182.93,1,0,0
93.85.213.203,1,0,0
26.119.65.208,1,0,0
74.66.178.104,1,0,0
9.172.231.241,1,0,0
70.1.133.179,1,0,0
151.168.173.126,1,0,0
137.146.175.14,1,0,0
166.62.150.232,1,0,0
47.147.123.161,1,0,0
4.8.173.113,1,0,0
112.106.39.211,1,0,0
21.15.226.118,1,0,0
109.98.237.62,1,0,0
231.43.28.93,1,0,0
88.136.184.59,1,0,0
221.104.112.165,1,0,0
40.119.177.120,1,0,0
25.152.18.59,1,0,0
170.8.6.184,1,0,0
223.78.89.184,1,0,0
69.158.219.109,1,0,0
86.116.199.52,1,0,0
18.84.44.14,1,0,0
71.106.153.221,1,0,0
49.73.114.136,1,0,0
157.23.199.22,1,0,0
146.79.201.177,1,0,0
200.5.44.101,1,0,0
183.42.26.75,1,0,0
123.42.45.247,1,0,0
140.73.76.4,1,0,0
62.28.199.49,1,0,0
38.119.161.204,1,0,0
58.132.132.99,1,0,0
69.3.66.208,1,0,0
237.15.29.6,1,0,0
180.78.255.243,1,0,0
213.113.84.247,1,0,0
161.159.161.201,1,0,0
12.177.190.184,1,0,0
21.168.82.187,1,0,0
74.212.140.250,0,0,1
1.72.216.140,1,0,0
181.208.130.201,1,0,0
201.46.207.245,1,0,0
192.94.242.63,1,0,0
235.30.37.16,1,0,0
206.191.244.252,1,0,0
169.242.176.141,1,0,0
4.131.45.122,1,0,0
12.22.17.124,1,0,0
85.210.60.188,0,1,0
205.51.245.252,1,0,0
251.113.31.142,1,0,0
208.189.195.6,1,0,0
212.194.75.64,1,0,0
124.221.192.25,1,0,0
