id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.34,0.95,0.88,1.34,1.0,1.12,9,0
2,proxy2,0.95,0.99,0.98,0.95,1.0,1.0,8,0
3,proxy3,0.9,1.19,1.02,0.9,1.0,0.88,7,0
4,proxy4,25.21,1.19,3.64,280.8,4.29,1.12,9,1
5,proxy5,0.79,0.7,0.79,0.79,0.99,0.75,6,0
6,proxy6,1.83,1.24,1.05,1.83,1.02,2.25,18,0
7,proxy7,1.16,1.36,1.29,1.16,1.01,1.38,11,0
8,proxy8,1.04,0.8,1.06,1.04,1.0,0.88,7,0
9,proxy9,0.96,1.01,0.89,0.96,1.0,1.0,8,0
10,proxy10,68.14,1.04,6.83,715.23,9.16,2.12,17,1
