id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.39,0.79,0.9,1.41,1.01,1.38,11,0
2,proxy2,1.0,1.1,0.74,1.01,1.0,1.0,8,0
3,proxy3,1.15,1.12,0.87,1.17,1.01,1.12,9,0
4,proxy4,0.95,1.04,0.99,0.96,1.01,1.0,8,0
5,proxy5,28.51,1.35,5.49,1.87,7.18,4.38,15,0
6,proxy6,0.89,1.24,0.86,0.9,1.0,1.0,8,0
7,proxy7,1.15,0.99,1.01,1.16,1.01,1.25,10,0
8,proxy8,0.92,1.34,0.73,0.93,1.0,1.12,9,0
9,proxy9,1.29,0.99,0.68,1.31,1.01,1.5,12,0
10,proxy10,0.66,1.32,1.01,0.66,1.0,0.75,6,0
11,proxy11,0.31,0.81,1.22,0.32,0.99,0.5,4,0
12,proxy12,0.59,0.82,0.74,0.6,0.99,0.75,6,0
13,proxy13,0.85,0.71,1.24,0.86,0.99,0.88,7,0
14,proxy14,0.66,0.69,1.0,0.66,0.99,0.75,6,0
15,proxy15,1.16,1.19,0.94,1.17,1.0,1.25,10,0
16,proxy16,1.19,0.7,1.07,1.21,1.01,1.25,10,0
17,proxy17,0.86,0.76,0.74,0.88,1.0,0.75,6,0
18,proxy18,0.88,1.05,0.74,0.89,1.0,0.75,6,0
19,proxy19,1.47,1.08,0.92,1.49,1.01,1.25,10,0
20,proxy20,0.56,1.34,1.14,0.57,0.99,0.5,4,0
21,proxy21,0.85,0.74,1.0,0.86,1.0,0.62,5,0
22,proxy22,2.62,1.05,1.16,2.65,1.03,1.88,15,0
23,proxy23,1.91,0.74,0.69,1.94,1.03,2.0,16,0
24,proxy24,0.79,0.79,0.7,0.81,1.0,0.75,6,0
25,proxy25,0.7,1.08,0.95,0.71,0.99,0.38,3,0
26,proxy26,40.0,1.1,12.47,1.62,13.74,6.62,13,0
27,proxy27,1.01,1.26,0.91,1.03,1.01,0.88,7,0
28,proxy28,1.28,0.89,1.04,1.3,1.0,0.88,7,0
29,proxy29,1.22,0.82,0.62,1.24,1.0,1.38,11,0
30,proxy30,0.76,0.87,1.17,0.77,0.99,0.75,6,0
31,proxy31,2.58,1.26,0.87,2.61,1.02,2.0,16,0
32,proxy32,0.81,0.69,1.07,0.82,0.99,0.75,6,0
33,proxy33,0.5,0.7,1.19,0.51,0.99,0.62,5,0
34,proxy34,19.03,0.74,6.06,1.45,8.51,3.75,10,0
35,proxy35,27.38,1.32,3.95,0.72,6.39,3.0,4,0
36,proxy36,0.87,0.71,1.04,0.88,1.0,0.88,7,0
37,proxy37,0.79,1.06,0.85,0.8,0.99,0.62,5,0
38,proxy38,0.9,1.36,0.72,0.91,1.0,0.5,4,0
39,proxy39,1.27,1.3,1.13,1.29,0.99,1.0,8,0
40,proxy40,1.05,0.79,0.99,1.06,0.98,0.75,6,0
41,proxy41,0.68,0.95,0.79,0.69,0.99,0.62,5,0
42,proxy42,0.45,1.22,5.03,0.45,9.94,3.38,7,0
43,proxy43,1.47,1.03,1.03,1.49,1.01,1.25,10,0
44,proxy44,1.12,1.11,1.11,1.14,1.01,1.25,10,0
45,proxy45,0.77,0.87,1.12,0.78,1.01,0.88,7,0
46,proxy46,0.69,0.85,0.79,0.7,0.99,0.75,6,0
47,proxy47,0.89,0.74,1.11,0.9,1.0,0.88,7,0
48,proxy48,1.26,1.34,0.64,1.28,1.0,1.12,9,0
49,proxy49,0.83,1.13,0.96,0.84,1.0,0.88,7,0
50,proxy50,1.03,1.36,0.86,1.05,1.0,1.12,9,0
51,proxy51,0.6,1.21,1.01,0.61,0.99,0.5,4,0
52,proxy52,0.97,0.86,1.08,0.98,0.99,0.62,5,0
53,proxy53,0.53,0.8,1.17,0.54,0.99,0.75,6,0
54,proxy54,0.45,1.34,1.06,0.46,0.99,0.38,3,0
55,proxy55,1.79,0.94,0.95,1.81,1.01,1.62,13,0
56,proxy56,0.85,1.33,0.92,0.86,1.0,1.0,8,0
57,proxy57,0.45,1.04,1.04,0.45,0.99,0.62,5,0
58,proxy58,1.56,1.2,0.93,1.58,1.01,1.5,12,0
59,proxy59,1.32,0.9,0.77,1.34,1.0,1.12,9,0
60,proxy60,1.37,0.76,0.9,1.38,1.01,1.25,10,0
61,proxy61,1.25,1.26,0.67,1.26,1.01,1.25,10,0
62,proxy62,0.98,0.71,1.06,0.99,1.0,0.88,7,0
63,proxy63,13.49,0.78,5.07,1.78,7.02,4.0,12,0
64,proxy64,1.38,1.3,0.89,1.4,1.0,1.0,8,0
65,proxy65,0.42,1.28,1.23,0.42,0.99,0.38,3,0
66,proxy66,0.74,1.34,1.21,0.75,1.0,1.0,8,0
67,proxy67,1.4,0.75,0.86,1.42,1.01,1.25,10,0
68,proxy68,24.84,0.96,5.73,1.39,10.48,3.62,9,0
69,proxy69,0.22,1.01,0.88,0.23,0.98,0.62,5,0
70,proxy70,41.83,0.73,9.48,1.32,16.4,6.0,8,0
71,proxy71,1.25,0.92,1.07,1.27,1.0,1.25,10,0
72,proxy72,1.22,1.36,0.63,1.23,1.0,1.25,10,0
73,proxy73,0.64,0.76,0.84,0.65,1.0,0.62,5,0
74,proxy74,0.55,1.09,0.79,0.56,0.99,0.5,4,0
75,proxy75,1.27,0.89,0.67,1.29,1.01,1.38,11,0
76,proxy76,21.54,1.03,4.48,1.83,7.68,4.0,12,0
77,proxy77,1.03,0.94,0.84,1.05,0.98,0.62,5,0
78,proxy78,1.29,1.25,1.17,1.31,1.0,1.0,8,0
79,proxy79,0.27,0.86,1.2,0.28,0.98,0.25,2,0
80,proxy80,1.21,0.98,1.18,1.22,1.0,0.88,7,0
81,proxy81,0.91,1.2,0.81,0.92,1.0,0.88,7,0
82,proxy82,0.97,1.05,0.73,0.98,1.01,1.12,9,0
83,proxy83,0.64,1.1,1.19,0.65,0.99,0.75,6,0
84,proxy84,1.48,1.32,0.92,1.5,1.0,1.25,10,0
85,proxy85,1.75,0.98,0.75,1.77,1.02,1.62,13,0
86,proxy86,0.58,1.01,1.13,0.58,1.0,0.75,6,0
87,proxy87,1.57,0.71,1.18,1.59,1.0,1.25,10,0
88,proxy88,1.12,0.93,1.0,1.14,1.0,1.0,8,0
89,proxy89,0.74,0.76,1.07,0.75,0.99,0.75,6,0
90,proxy90,0.83,0.72,1.04,0.84,0.99,0.88,7,0
91,proxy91,27.19,0.94,4.85,2.16,6.68,4.12,13,0
92,proxy92,0.35,0.74,1.09,0.35,0.99,0.62,5,0
93,proxy93,0.96,1.16,0.98,0.97,1.0,0.75,6,0
94,proxy94,1.45,0.81,0.74,1.46,1.0,1.12,9,0
95,proxy95,1.13,1.2,0.89,1.15,1.0,1.12,9,0
96,proxy96,1.64,1.26,0.8,1.66,1.0,1.38,11,0
97,proxy97,1.0,0.97,0.64,1.02,0.99,0.88,7,0
98,proxy98,2.15,1.28,1.04,2.18,1.02,2.0,16,0
99,proxy99,0.69,1.25,1.0,0.7,0.99,0.75,6,0
100,proxy100,0.38,0.75,1.12,0.38,1.0,0.62,5,0
