id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.59,0.95,0.88,0.59,1.0,0.74,7,0
2,proxy2,1.7,1.04,1.12,1.7,1.01,1.26,12,0
3,proxy3,1.0,0.91,1.07,1.0,1.0,0.84,8,0
4,proxy4,1.0,0.94,0.84,1.0,1.01,1.16,11,0
5,proxy5,0.98,1.16,0.62,0.98,1.0,0.74,7,0
6,proxy6,0.75,0.96,0.97,0.75,0.99,0.74,7,0
7,proxy7,23.55,1.04,3.34,283.45,4.46,0.95,9,1
8,proxy8,1.06,1.22,1.03,1.06,1.0,1.16,11,0
9,proxy9,23.82,1.05,4.11,301.06,5.06,1.16,11,1
10,proxy10,2.17,1.09,1.19,2.17,1.02,1.79,17,0
