id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.01,0.77,1.25,1.01,1.0,1.0,20,0
2,proxy2,1.22,0.85,0.95,1.22,1.0,1.35,27,0
3,proxy3,0.6,1.18,1.46,0.6,0.98,0.65,13,0
4,proxy4,0.91,0.89,0.92,0.91,0.99,0.9,18,0
5,proxy5,15.13,0.65,4.36,138.14,5.34,0.75,15,1
6,proxy6,1.13,1.18,1.5,1.13,0.99,1.05,21,0
7,proxy7,0.91,1.15,0.89,0.91,1.0,0.8,16,0
8,proxy8,0.91,0.96,1.0,0.91,1.0,1.0,20,0
9,proxy9,1.0,1.0,0.93,1.0,1.01,1.2,24,0
10,proxy10,1.24,1.25,1.41,1.24,1.0,1.3,26,0
