id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,2.6799999999999997,22.27465103846587,12.276005202253915,0.268,13.9,11,11,0
2,proxy2,3.15,10.847294509281072,15.004649947715135,0.315,12.4,12,12,0
3,proxy3,2.93,13.222043633904526,15.333180454283477,0.29300000000000004,13.7,11,11,0
4,proxy4,1.6900000000000002,14.015780448308346,18.483010680397605,0.169,12.0,7,7,0
5,proxy5,3.7800000000000002,21.062757067392265,18.885477961667323,0.378,13.5,14,14,0
6,proxy6,3.87,15.278539014039362,17.210264396047883,0.387,14.600000000000001,16,16,0
7,proxy7,3.65,17.515257025314263,10.011508026768993,0.365,13.8,12,12,0
8,proxy8,2.5700000000000007,17.889824985117432,23.867424054414442,0.257,12.3,10,10,0
9,proxy9,2.9,30.064695784515926,20.828076483443226,0.29000000000000004,12.9,12,12,0
10,proxy10,3.0900000000000003,20.097797237479245,29.50122591064499,0.309,13.4,12,12,0
11,proxy11,9.72,16.172114800817223,74.6060811968061,0.41200000000000003,59.216475647824446,219,19,1
12,proxy12,2.9999999999999996,27.242227366201135,19.142336171503587,0.30000000000000004,11.7,11,11,0
13,proxy13,1.29,17.342281143153883,17.123916010610852,0.129,12.7,9,9,0
14,proxy14,2.1599999999999997,21.108564345442986,12.697447620828456,0.21600000000000003,11.8,10,10,0
15,proxy15,2.3000000000000003,15.060922188562763,25.832472239631553,0.23,13.0,11,11,0
16,proxy16,3.78,18.15273411306618,16.12509852246032,0.37800000000000006,14.200000000000001,15,15,0
17,proxy17,4.31,26.921569770071173,16.084225269751805,0.4310000000000001,14.5,15,15,0
18,proxy18,2.52,18.401756829677783,11.302217431589996,0.252,11.9,9,9,0
19,proxy19,4.34,28.545427850958877,18.093857338161648,0.43400000000000016,15.8,20,20,0
20,proxy20,6.140000000000001,28.354901000247967,43.9526108064442,0.33399999999999996,22.81507166394482,111,11,1
21,proxy21,1.7800000000000002,23.47215628758157,24.346593716705144,0.178,12.1,10,10,0
22,proxy22,2.17,22.132973406042563,27.8799359176772,0.21700000000000003,11.9,9,9,0
23,proxy23,2.0300000000000002,12.31667506110728,14.105692111110105,0.203,12.5,9,9,0
24,proxy24,4.55,19.041894354257433,39.48482093611326,0.20500000000000004,40.202492622048,112,12,1
25,proxy25,3.58,16.281435875204096,26.95951024266262,0.358,13.3,13,13,0
