id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.77,1.16,0.95,0.77,0.99,0.62,5,0
2,proxy2,1.26,0.83,1.01,1.26,1.01,1.5,12,0
3,proxy3,0.29,1.16,0.82,0.29,0.99,0.38,3,0
4,proxy4,0.99,1.33,1.1,0.99,1.01,1.12,9,0
5,proxy5,1.21,0.72,1.19,1.21,1.0,1.25,10,0
6,proxy6,1.92,1.05,1.2,1.92,1.01,1.75,14,0
7,proxy7,1.37,1.32,1.07,1.37,1.02,1.75,14,0
8,proxy8,0.57,0.88,0.74,0.57,1.0,0.75,6,0
9,proxy9,0.84,1.04,1.1,0.84,0.99,1.0,8,0
10,proxy10,1.42,0.89,1.03,1.42,1.01,1.25,10,0
11,proxy11,0.93,1.19,1.01,0.93,1.0,1.0,8,0
12,proxy12,0.9,0.93,1.11,0.9,0.99,0.88,7,0
13,proxy13,1.37,0.9,0.89,1.37,1.01,1.62,13,0
14,proxy14,1.1,0.88,1.11,1.1,1.0,1.12,9,0
15,proxy15,0.88,1.21,1.15,0.88,1.0,0.75,6,0
16,proxy16,0.91,0.79,1.0,0.91,1.0,0.88,7,0
17,proxy17,1.44,0.75,0.71,1.44,1.01,1.38,11,0
18,proxy18,0.7,0.76,1.04,0.7,0.99,0.62,5,0
19,proxy19,0.95,1.1,1.06,0.95,1.0,0.88,7,0
20,proxy20,0.57,0.86,1.15,0.57,1.0,0.75,6,0
21,proxy21,0.42,0.77,0.73,0.42,0.99,0.5,4,0
22,proxy22,1.34,1.1,0.71,1.34,1.01,1.25,10,0
23,proxy23,1.11,0.73,0.77,1.11,1.0,0.88,7,0
24,proxy24,0.89,1.31,1.17,0.89,1.0,0.88,7,0
25,proxy25,1.31,0.92,0.74,1.31,1.01,1.38,11,0
26,proxy26,0.84,0.85,0.98,0.84,1.0,0.88,7,0
27,proxy27,0.69,0.77,1.19,0.69,0.99,0.62,5,0
28,proxy28,1.36,1.27,1.0,1.36,1.0,1.12,9,0
29,proxy29,0.93,1.29,1.19,0.93,1.0,0.88,7,0
30,proxy30,1.16,1.09,0.96,1.16,0.99,1.0,8,0
31,proxy31,1.18,0.98,0.78,1.18,0.99,0.75,6,0
32,proxy32,1.52,0.73,0.68,1.52,1.01,1.38,11,0
33,proxy33,1.48,1.06,1.09,1.48,1.01,1.5,12,0
34,proxy34,1.82,1.35,0.74,1.82,1.02,1.62,13,0
35,proxy35,0.84,1.3,1.2,0.84,1.0,0.88,7,0
36,proxy36,1.28,1.0,1.04,1.28,1.0,1.12,9,0
37,proxy37,0.36,1.38,0.91,0.36,0.98,0.25,2,0
38,proxy38,1.19,1.27,1.03,1.19,1.0,1.0,8,0
39,proxy39,1.37,0.86,1.18,1.37,1.0,1.38,11,0
40,proxy40,1.39,0.76,1.09,1.39,1.01,1.25,10,0
41,proxy41,1.04,1.26,1.21,1.04,1.0,0.88,7,0
42,proxy42,1.36,1.08,1.18,1.36,0.99,1.12,9,0
43,proxy43,1.11,0.85,0.65,1.11,1.01,1.12,9,0
44,proxy44,0.57,1.16,0.94,0.57,1.0,0.62,5,0
45,proxy45,0.79,0.92,1.11,0.79,0.99,0.62,5,0
46,proxy46,0.78,0.88,0.71,0.78,1.0,1.12,9,0
47,proxy47,0.38,0.76,0.82,0.38,0.99,0.62,5,0
48,proxy48,1.04,0.79,0.76,1.04,0.99,0.62,5,0
49,proxy49,1.15,1.25,1.11,1.15,1.0,1.12,9,0
50,proxy50,1.97,1.25,1.11,1.97,1.01,1.5,12,0
51,proxy51,1.15,1.22,1.0,1.15,1.01,1.12,9,0
52,proxy52,0.52,1.04,0.98,0.52,1.0,0.62,5,0
53,proxy53,1.8,1.24,0.86,1.8,1.02,1.38,11,0
54,proxy54,0.99,0.94,1.2,0.99,0.99,0.75,6,0
55,proxy55,0.77,0.81,1.03,0.77,1.0,1.25,10,0
56,proxy56,0.96,1.13,1.05,0.96,1.0,0.88,7,0
57,proxy57,0.73,1.2,0.8,0.73,0.99,0.5,4,0
58,proxy58,1.82,1.02,0.79,1.82,1.01,1.5,12,0
59,proxy59,0.65,0.72,0.81,0.65,0.99,0.75,6,0
60,proxy60,0.95,1.3,1.0,0.95,1.0,0.75,6,0
61,proxy61,0.77,1.2,0.86,0.77,1.0,0.88,7,0
62,proxy62,1.46,0.91,1.1,1.46,1.01,1.25,10,0
63,proxy63,1.38,0.93,1.12,1.38,1.01,1.25,10,0
64,proxy64,0.57,0.74,0.67,0.57,1.0,0.62,5,0
65,proxy65,0.61,0.9,0.77,0.61,0.99,0.5,4,0
66,proxy66,0.62,0.86,1.14,0.62,1.0,0.88,7,0
67,proxy67,0.96,1.33,0.81,0.96,1.0,1.0,8,0
68,proxy68,1.02,1.35,0.79,1.02,1.01,0.88,7,0
69,proxy69,0.82,0.75,0.94,0.82,1.0,1.25,10,0
70,proxy70,0.91,0.97,0.73,0.91,1.0,0.75,6,0
71,proxy71,0.94,1.28,0.82,0.94,1.0,1.12,9,0
72,proxy72,1.46,1.07,0.8,1.46,1.01,1.25,10,0
73,proxy73,0.62,1.09,0.93,0.62,0.99,0.62,5,0
74,proxy74,0.93,1.19,1.17,0.93,1.0,1.0,8,0
75,proxy75,0.69,1.3,0.74,0.69,0.99,0.88,7,0
76,proxy76,1.25,0.84,0.64,1.25,1.01,1.25,10,0
77,proxy77,1.22,0.92,0.72,1.22,1.01,1.0,8,0
78,proxy78,0.79,1.31,0.84,0.79,1.0,0.75,6,0
79,proxy79,0.72,0.75,1.18,0.72,0.99,0.62,5,0
80,proxy80,0.85,0.84,0.72,0.85,0.99,0.75,6,0
81,proxy81,0.69,1.03,1.19,0.69,1.0,1.0,8,0
82,proxy82,0.65,1.29,0.74,0.65,1.0,1.0,8,0
83,proxy83,1.2,0.8,0.71,1.2,1.01,1.12,9,0
