id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.91,0.69,1.16,0.91,1.01,1.07,15,0
2,proxy2,0.64,1.04,0.82,0.64,1.0,0.86,12,0
3,proxy3,18.55,1.0,3.16,154.8,3.91,0.5,7,1
4,proxy4,1.19,1.04,1.15,1.19,0.99,1.0,14,0
5,proxy5,0.76,0.81,0.96,0.76,1.0,0.79,11,0
6,proxy6,0.76,1.1,1.27,0.76,1.0,0.57,8,0
7,proxy7,1.12,0.57,0.74,1.12,1.0,1.07,15,0
8,proxy8,1.09,1.02,0.91,1.09,1.01,1.21,17,0
9,proxy9,1.21,0.58,1.28,1.21,1.01,1.0,14,0
10,proxy10,1.47,0.98,0.89,1.47,1.0,1.21,17,0
11,proxy11,1.71,1.05,1.19,1.71,1.02,1.71,24,0
12,proxy12,0.67,1.05,0.93,0.67,0.98,0.57,8,0
13,proxy13,0.78,0.79,0.68,0.78,1.0,1.0,14,0
14,proxy14,0.63,1.04,1.24,0.63,0.99,0.57,8,0
15,proxy15,1.16,0.7,1.04,1.16,1.0,1.14,16,0
