id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.67,1.2,0.76,0.67,1.0,0.85,11,0
2,proxy2,0.9,0.74,0.94,0.9,1.0,0.77,10,0
3,proxy3,1.35,1.03,0.99,1.35,0.99,1.08,14,0
4,proxy4,1.22,0.92,1.08,1.22,0.99,1.15,15,0
5,proxy5,1.15,0.68,1.13,1.15,1.02,1.31,17,0
6,proxy6,1.39,0.76,0.91,1.39,1.02,1.38,18,0
7,proxy7,1.0,0.66,1.25,1.0,1.02,1.08,14,0
8,proxy8,1.08,1.3,1.03,1.08,1.01,1.08,14,0
9,proxy9,1.13,1.3,1.1,1.13,1.0,1.23,16,0
10,proxy10,0.79,1.0,0.87,0.79,0.99,0.92,12,0
11,proxy11,0.99,0.72,1.01,0.99,0.99,0.92,12,0
12,proxy12,1.11,1.04,1.18,1.11,1.0,1.0,13,0
13,proxy13,0.96,1.21,0.83,0.96,1.0,0.92,12,0
14,proxy14,0.94,0.93,1.0,0.94,1.0,0.92,12,0
15,proxy15,0.8,1.28,0.98,0.8,1.0,0.77,10,0
