id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.66,1.13,0.93,0.66,0.99,0.6,6,0
2,proxy2,29.37,1.3,3.9,316.05,4.97,1.0,10,1
3,proxy3,1.05,0.93,1.02,1.05,1.0,1.0,10,0
4,proxy4,0.95,0.76,0.89,0.95,1.0,0.9,9,0
5,proxy5,0.72,0.98,0.98,0.72,1.0,0.9,9,0
6,proxy6,1.19,1.13,0.96,1.19,1.0,1.2,12,0
7,proxy7,1.2,0.79,1.13,1.2,0.99,1.1,11,0
8,proxy8,1.61,1.02,1.15,1.61,1.01,1.3,13,0
9,proxy9,22.35,0.91,4.66,287.7,4.63,1.0,10,1
10,proxy10,0.75,1.43,1.28,0.75,1.0,1.0,10,0
