id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.82,1.41,0.89,0.82,1.0,0.88,22,0
2,proxy2,1.09,0.99,1.29,1.09,1.01,1.12,28,0
3,proxy3,0.59,0.83,1.06,0.59,0.99,0.68,17,0
4,proxy4,0.93,0.99,1.24,0.93,0.99,0.96,24,0
5,proxy5,1.17,1.31,0.76,1.17,1.0,1.08,27,0
6,proxy6,0.95,1.11,1.13,0.95,0.98,0.92,23,0
7,proxy7,1.0,0.99,1.21,1.0,1.0,0.96,24,0
8,proxy8,1.0,1.1,0.84,1.0,1.0,1.08,27,0
9,proxy9,0.78,0.88,0.97,0.78,0.98,0.64,16,0
10,proxy10,1.34,1.43,1.19,1.34,1.01,1.24,31,0
11,proxy11,0.86,0.81,0.77,0.86,1.0,0.88,22,0
12,proxy12,1.02,1.15,0.71,1.02,1.02,1.28,32,0
13,proxy13,0.9,1.22,0.87,0.9,1.0,1.08,27,0
14,proxy14,1.15,1.39,0.77,1.15,1.01,1.04,26,0
15,proxy15,1.06,0.96,0.68,1.06,1.0,1.08,27,0
16,proxy16,1.14,1.03,1.03,1.14,1.01,1.24,31,0
17,proxy17,1.37,0.82,0.92,1.37,1.0,1.24,31,0
18,proxy18,1.05,0.81,1.04,1.05,0.98,0.92,23,0
19,proxy19,0.76,1.01,1.22,0.76,0.99,0.76,19,0
20,proxy20,0.73,0.81,1.13,0.73,0.99,0.92,23,0
