id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,19.140000000000004,5.880473380473954,20.438682661389873,1.913999999999999,100,395,79
2,proxy2,48.059898999126304,4.955303261502607,100,38.510562289468396,100,384,76
3,proxy3,51.74372276396039,5.607689652831745,48.246296095389894,26.994331359019025,100,367,79
4,proxy4,43.11738193767373,5.230917262106465,76.32144961348126,41.73661845810794,100,376,81
5,proxy5,25.640000000000008,6.179129730205556,17.652348149365668,2.5639999999999983,100,473,98
6,proxy6,56.12733157982551,6.023726157390284,31.684530656784702,15.258673863004827,100,429,89
7,proxy7,71.26365243088652,6.061571943839173,100,57.76660872773071,100,423,75
8,proxy8,69.96312189671262,6.287298220755673,100,57.531152332130986,100,417,81
9,proxy9,17.0,5.225480025523908,26.7042284855042,1.6999999999999997,100,329,70
10,proxy10,16.950000000000003,5.032879542763692,13.496267319336436,1.6949999999999998,100,371,72
