id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,3.41,0.78,1.07,3.41,1.01,1.33,32,1
2,proxy2,3.38,1.19,1.16,3.38,0.98,0.96,23,1
3,proxy3,6.54,1.08,0.83,6.54,1.01,1.25,30,1
4,proxy4,1.0,1.04,1.05,1.0,0.99,0.88,21,0
5,proxy5,0.89,1.22,1.06,0.89,0.98,1.0,24,0
6,proxy6,4.04,0.96,0.84,4.04,1.01,1.12,27,1
7,proxy7,1.06,0.88,1.09,1.06,1.01,1.12,27,0
8,proxy8,1.47,0.84,1.06,1.47,1.03,1.42,34,0
9,proxy9,1.15,1.19,0.72,1.15,1.01,1.25,30,0
10,proxy10,0.83,1.18,0.79,0.83,0.98,0.71,17,0
11,proxy11,3.05,0.85,1.12,3.05,1.0,1.08,26,1
12,proxy12,3.59,1.1,0.99,3.59,0.97,0.83,20,1
13,proxy13,1.18,1.0,0.97,1.18,1.0,1.25,30,0
14,proxy14,6.63,0.64,1.27,6.63,1.01,1.46,35,1
15,proxy15,0.6,0.78,1.0,0.6,0.98,0.75,18,0
16,proxy16,0.49,1.14,1.09,0.49,0.97,0.5,12,0
17,proxy17,0.96,0.91,0.73,0.96,1.0,1.0,24,0
18,proxy18,1.11,0.68,0.9,1.11,1.01,1.17,28,0
19,proxy19,2.99,1.19,0.84,2.99,0.98,0.79,19,1
20,proxy20,3.67,0.98,1.25,3.67,0.98,0.96,23,1
