id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.19,1.14,0.75,1.19,1.0,1.0,5,0
2,proxy2,0.6,1.0,1.17,0.6,0.99,0.8,4,0
3,proxy3,0.84,0.74,1.19,0.84,1.0,1.0,5,0
4,proxy4,1.07,0.71,0.75,1.07,1.0,1.2,6,0
5,proxy5,0.93,1.22,1.2,0.93,1.0,0.8,4,0
6,proxy6,0.78,1.19,1.22,0.78,0.99,0.6,3,0
7,proxy7,1.31,1.05,1.19,1.31,1.01,1.8,9,0
8,proxy8,1.63,0.99,1.12,1.63,1.01,1.8,9,0
9,proxy9,0.54,0.73,0.91,0.54,0.99,0.4,2,0
10,proxy10,1.78,1.08,0.78,1.78,1.01,1.8,9,0
11,proxy11,1.4,0.86,0.94,1.4,0.99,1.4,7,0
12,proxy12,1.59,1.18,0.82,1.59,1.0,1.4,7,0
13,proxy13,0.13,0.79,0.93,0.13,0.99,0.4,2,0
14,proxy14,1.19,1.25,1.02,1.19,1.01,1.2,6,0
15,proxy15,0.42,1.0,0.89,0.42,1.0,0.8,4,0
16,proxy16,0.1,0.73,1.07,0.1,0.99,0.4,2,0
17,proxy17,0.48,1.22,1.01,0.48,0.99,0.4,2,0
18,proxy18,0.49,1.21,0.99,0.49,0.99,0.4,2,0
19,proxy19,1.34,0.93,1.04,1.34,1.01,1.4,7,0
20,proxy20,1.29,0.95,0.73,1.29,1.0,1.0,5,0
