id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.16,0.62,0.91,1.16,1.01,1.11,21,0
2,proxy2,0.88,0.82,1.11,0.88,1.0,0.84,16,0
3,proxy3,13.12,0.69,4.03,154.16,4.03,1.42,27,1
4,proxy4,1.0,0.89,1.0,1.0,1.0,1.0,19,0
5,proxy5,1.31,1.17,1.26,1.31,1.0,1.21,23,0
6,proxy6,1.23,1.03,0.97,1.23,1.01,1.0,19,0
7,proxy7,0.92,1.0,1.33,0.92,1.0,0.89,17,0
8,proxy8,1.13,1.01,0.75,1.13,1.0,1.32,25,0
9,proxy9,0.88,1.11,0.9,0.88,1.01,0.89,17,0
10,proxy10,0.67,0.86,1.17,0.67,0.99,0.84,16,0
