id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,3.08,16.379236710038075,19.888696109011317,0.308,11.9,13,13,0
2,proxy2,3.2600000000000002,13.2975600247845,23.46808307155597,0.32599999999999996,13.7,12,12,0
3,proxy3,2.9499999999999997,19.203480909853347,10.431191111460796,0.29500000000000004,12.3,11,11,0
4,proxy4,2.14,27.409685969322776,24.548533844020508,0.21400000000000002,12.2,7,7,0
5,proxy5,68.13902080210349,26.007989344109514,52.83352289324699,71.13441377510651,52.84154549449758,7,7,1
6,proxy6,2.07,15.718549697954021,18.67075874165224,0.20700000000000002,12.1,9,9,0
7,proxy7,2.05,16.675618891699944,11.875290159950008,0.20500000000000004,13.100000000000001,11,11,0
8,proxy8,3.0399999999999996,20.25955248571055,28.649844553163533,0.304,12.6,12,12,0
9,proxy9,2.6500000000000004,20.849650299149168,16.7972978726949,0.26500000000000007,11.6,9,9,0
10,proxy10,2.11,12.667505426660336,22.24228844001083,0.21100000000000002,11.7,9,9,0
11,proxy11,3.6300000000000003,23.3032734327602,23.25747397952872,0.3630000000000001,12.3,13,13,0
12,proxy12,1.9700000000000002,25.3605858863561,19.218032609301638,0.19700000000000004,11.3,8,8,0
13,proxy13,2.2,20.766876331551636,15.48654278351205,0.22,11.6,7,7,0
14,proxy14,2.81,26.193217657568074,10.178804910262476,0.281,12.0,10,10,0
15,proxy15,82.26896384618323,19.751442950712384,50.689333035428874,68.85008411496723,44.44084066941795,12,12,1
16,proxy16,4.680000000000001,24.15079007028337,15.52483956065852,0.46799999999999997,14.1,19,19,0
17,proxy17,0.58,10.936226368729889,17.465912297783618,0.057999999999999996,11.0,4,4,0
18,proxy18,2.3500000000000005,22.939566511994084,16.91938587946967,0.23500000000000004,13.7,12,12,0
19,proxy19,2.73,19.479735317212867,21.303433011324376,0.273,11.9,11,11,0
20,proxy20,4.0200000000000005,25.62694397616245,10.235094343784429,0.40199999999999997,14.0,16,16,0
21,proxy21,4.3,28.486070784756315,21.28847531057383,0.4300000000000001,14.5,17,17,0
22,proxy22,1.8399999999999999,23.126966412733104,25.293421984587187,0.184,12.5,8,8,0
23,proxy23,77.67827478032576,28.56129720789139,60.4394347118183,64.55046370724799,51.71062768900319,19,19,1
24,proxy24,2.11,15.62888434363862,12.137188148539952,0.21100000000000002,12.6,8,8,0
25,proxy25,1.01,20.222644008379017,26.74058300894167,0.101,11.5,4,4,0
26,proxy26,2.25,29.174768014586625,21.351553233472355,0.225,13.0,12,12,0
27,proxy27,3.93,22.605738312625398,26.195135090688265,0.3930000000000001,15.600000000000001,18,18,0
28,proxy28,2.61,24.348553814866538,18.613075871750777,0.261,12.5,12,12,0
29,proxy29,1.85,21.354429875820312,12.464556039909844,0.18500000000000003,12.600000000000001,11,11,0
30,proxy30,72.34280715708205,15.66045483233557,48.36516054530793,66.8751842109646,46.690896349782875,18,18,1
31,proxy31,1.31,17.82810957933001,16.016558025413882,0.131,12.3,8,8,0
32,proxy32,3.3400000000000003,10.2425779511147,23.006111127751932,0.3340000000000001,13.0,14,14,0
33,proxy33,4.360000000000001,22.60267179249835,13.961378728222403,0.43599999999999994,12.8,14,14,0
34,proxy34,4.33,10.638355058102455,26.65127006679568,0.433,14.900000000000002,16,16,0
35,proxy35,1.92,26.852098809440626,16.57792186961556,0.192,12.3,9,9,0
