id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.22,1.04,0.85,1.23,1.0,1.0,7,0
2,proxy2,0.97,0.99,1.23,0.97,1.0,1.14,8,0
3,proxy3,0.82,0.91,1.17,0.82,1.01,1.29,9,0
4,proxy4,0.92,1.38,0.71,0.93,1.0,1.14,8,0
5,proxy5,0.46,1.36,0.94,0.46,1.0,0.86,6,0
6,proxy6,0.91,0.74,1.27,0.92,1.0,1.0,7,0
7,proxy7,0.87,1.1,0.86,0.87,1.0,1.0,7,0
8,proxy8,40.87,1.18,3.15,330.41,5.35,2.43,17,1
9,proxy9,1.07,1.25,1.03,1.08,1.0,1.29,9,0
10,proxy10,8.01,0.93,0.94,8.06,1.0,1.0,7,1
11,proxy11,0.55,1.04,1.13,0.56,0.99,0.57,4,0
12,proxy12,0.48,1.35,0.65,0.48,0.99,0.71,5,0
13,proxy13,0.46,0.77,0.9,0.47,0.99,0.43,3,0
14,proxy14,0.73,0.79,0.77,0.73,1.0,0.86,6,0
15,proxy15,0.82,0.75,1.14,0.83,1.0,1.0,7,0
16,proxy16,2.25,0.82,1.12,2.26,1.01,1.86,13,0
17,proxy17,0.75,1.38,0.96,0.75,0.99,0.43,3,0
18,proxy18,1.02,0.96,1.03,1.03,0.99,0.86,6,0
19,proxy19,1.12,1.25,0.82,1.13,1.0,1.0,7,0
20,proxy20,1.43,0.83,1.17,1.44,1.0,1.0,7,0
21,proxy21,1.0,0.89,1.25,1.01,0.99,0.71,5,0
22,proxy22,30.75,0.96,6.32,2.1,6.89,4.57,12,0
23,proxy23,0.38,0.85,0.73,0.38,1.0,0.43,3,0
24,proxy24,1.8,1.09,0.74,1.81,1.01,1.57,11,0
25,proxy25,1.29,1.0,1.07,1.3,1.0,1.0,7,0
26,proxy26,0.87,0.87,1.0,0.88,1.0,0.71,5,0
27,proxy27,1.29,0.97,0.68,1.3,1.0,0.71,5,0
28,proxy28,1.18,1.18,0.68,1.19,1.0,1.0,7,0
29,proxy29,0.87,0.95,1.1,0.87,1.0,0.86,6,0
30,proxy30,13.44,1.01,1.21,13.53,1.0,1.0,7,1
31,proxy31,2.2,1.01,1.13,2.21,1.02,1.71,12,0
32,proxy32,8.34,1.35,0.71,8.4,1.0,1.14,8,1
33,proxy33,0.82,1.29,0.86,0.82,1.0,0.71,5,0
34,proxy34,0.99,1.28,1.07,1.0,1.0,0.71,5,0
35,proxy35,0.92,1.11,0.8,0.93,1.0,1.0,7,0
36,proxy36,0.3,0.73,0.87,0.3,0.99,0.43,3,0
37,proxy37,0.61,1.32,0.79,0.62,0.99,0.57,4,0
38,proxy38,43.52,0.71,2.72,467.65,4.2,0.86,6,1
