id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.93,0.76,1.23,0.93,1.0,0.89,17,0
2,proxy2,1.52,0.78,1.0,1.52,1.02,1.32,25,0
3,proxy3,22.58,1.07,5.66,249.28,9.03,1.11,21,1
4,proxy4,1.03,1.04,0.76,1.03,1.0,0.95,18,0
5,proxy5,0.58,1.06,0.68,0.58,1.0,0.84,16,0
6,proxy6,0.97,0.61,1.08,0.97,0.99,0.89,17,0
7,proxy7,0.8,1.11,0.81,0.8,1.0,1.0,19,0
8,proxy8,1.3,0.74,0.83,1.3,1.0,1.16,22,0
9,proxy9,1.0,1.05,1.12,1.0,1.0,1.16,22,0
10,proxy10,1.26,1.0,1.15,1.26,1.0,1.21,23,0
