id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.69,1.16,1.0,0.69,1.0,0.8,8,0
2,proxy2,1.06,0.78,1.17,1.06,1.0,1.2,12,0
3,proxy3,1.5,1.28,0.93,1.5,1.0,1.5,15,0
4,proxy4,1.0,0.98,0.95,1.0,1.0,0.9,9,0
5,proxy5,21.24,0.69,3.93,224.02,4.01,0.7,7,1
6,proxy6,25.92,0.88,2.64,276.34,5.25,0.7,7,1
7,proxy7,0.87,1.19,0.99,0.87,1.0,1.0,10,0
8,proxy8,1.04,0.69,1.18,1.04,0.99,0.8,8,0
9,proxy9,0.91,1.0,1.2,0.91,1.0,1.0,10,0
10,proxy10,25.94,0.8,3.41,294.47,4.84,1.4,14,1
