id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.56,1.3,1.26,1.62,1.01,1.43,10,0
2,proxy2,45.37,0.83,8.48,1.16,14.76,6.57,6,0
3,proxy3,2.1,1.05,1.19,2.17,1.01,1.57,11,0
4,proxy4,0.97,1.19,1.13,1.0,1.0,1.0,7,0
5,proxy5,1.01,1.19,1.02,1.04,1.0,1.0,7,0
6,proxy6,1.19,0.8,0.86,1.23,1.01,1.14,8,0
7,proxy7,1.18,0.69,0.85,1.22,1.0,0.86,6,0
8,proxy8,0.48,1.28,1.18,0.5,0.99,0.43,3,0
9,proxy9,25.61,0.96,7.4,1.47,9.85,4.0,8,0
10,proxy10,25.22,0.94,4.71,1.67,7.95,4.29,10,0
11,proxy11,0.48,0.84,1.15,0.5,0.99,0.43,3,0
12,proxy12,1.18,1.14,1.25,1.22,1.01,1.0,7,0
13,proxy13,1.37,1.08,1.0,1.42,0.99,1.0,7,0
14,proxy14,0.6,1.19,1.25,0.62,0.99,0.57,4,0
15,proxy15,0.92,0.67,1.24,0.95,1.0,0.86,6,0
16,proxy16,0.93,0.92,1.08,0.96,1.0,1.14,8,0
17,proxy17,0.71,0.68,0.91,0.73,1.0,0.86,6,0
18,proxy18,0.6,0.68,1.22,0.62,0.99,0.43,3,0
19,proxy19,0.6,0.73,0.66,0.62,1.0,0.57,4,0
20,proxy20,0.06,1.07,0.8,0.07,0.99,0.14,1,0
21,proxy21,0.99,0.71,0.97,1.02,0.99,0.71,5,0
22,proxy22,1.56,0.92,0.9,1.61,1.01,1.57,11,0
23,proxy23,1.18,0.78,0.75,1.22,1.01,1.29,9,0
24,proxy24,0.75,1.27,0.65,0.77,0.99,0.57,4,0
25,proxy25,1.71,1.26,1.15,1.77,1.02,1.43,10,0
26,proxy26,1.29,1.12,1.07,1.34,1.01,1.43,10,0
27,proxy27,1.52,1.08,0.67,1.57,1.01,1.43,10,0
28,proxy28,20.37,0.81,6.32,0.32,10.07,3.71,6,0
29,proxy29,1.15,0.91,1.19,1.19,1.0,1.0,7,0
30,proxy30,50.63,0.67,10.38,1.11,11.18,6.57,6,0
31,proxy31,0.62,1.27,0.8,0.64,0.99,0.57,4,0
32,proxy32,1.24,1.03,0.79,1.28,1.0,1.14,8,0
33,proxy33,0.78,0.81,0.79,0.81,1.0,1.0,7,0
34,proxy34,0.8,1.1,1.27,0.82,1.0,0.86,6,0
35,proxy35,1.31,1.29,1.2,1.35,1.0,0.86,6,0
36,proxy36,0.3,0.91,1.01,0.31,0.99,0.29,2,0
37,proxy37,29.59,1.03,5.79,0.7,6.05,3.29,3,0
38,proxy38,0.35,0.88,1.25,0.36,0.99,0.43,3,0
39,proxy39,1.3,0.82,0.77,1.34,1.0,0.86,6,0
40,proxy40,0.81,0.84,1.24,0.84,0.99,0.71,5,0
41,proxy41,0.64,1.12,1.15,0.66,1.0,0.71,5,0
42,proxy42,1.1,0.92,1.17,1.14,1.0,0.86,6,0
43,proxy43,0.68,0.81,0.64,0.71,1.0,0.71,5,0
44,proxy44,0.51,0.97,0.64,0.53,1.0,0.57,4,0
45,proxy45,0.87,0.81,0.73,0.9,0.99,0.57,4,0
46,proxy46,1.49,0.92,0.92,1.54,1.01,1.29,9,0
47,proxy47,1.1,1.25,0.91,1.14,1.0,1.29,9,0
48,proxy48,0.71,0.7,0.99,0.74,1.0,0.71,5,0
49,proxy49,1.16,0.81,0.88,1.2,1.0,1.0,7,0
50,proxy50,1.03,0.71,0.85,1.06,1.0,1.0,7,0
51,proxy51,0.76,1.04,0.84,0.78,1.0,0.86,6,0
52,proxy52,1.4,0.88,1.24,1.45,1.0,1.14,8,0
53,proxy53,0.88,0.83,1.18,0.91,1.0,0.71,5,0
54,proxy54,0.99,1.19,1.18,1.02,1.0,1.14,8,0
55,proxy55,0.97,0.88,1.19,1.0,1.01,1.14,8,0
56,proxy56,0.7,0.67,1.19,0.73,1.0,0.86,6,0
57,proxy57,1.17,0.77,0.99,1.21,1.0,1.14,8,0
58,proxy58,1.6,1.18,0.86,1.65,1.01,1.57,11,0
59,proxy59,0.48,1.15,0.76,0.5,0.99,0.57,4,0
60,proxy60,1.42,1.09,0.65,1.47,1.01,1.14,8,0
61,proxy61,1.06,1.02,0.82,1.09,1.01,1.29,9,0
62,proxy62,0.71,0.86,1.23,0.73,1.01,1.14,8,0
63,proxy63,1.12,1.24,0.79,1.16,0.99,0.71,5,0
64,proxy64,0.55,0.75,0.99,0.57,0.99,0.43,3,0
65,proxy65,0.13,1.31,0.82,0.13,0.99,0.29,2,0
66,proxy66,1.07,0.95,1.0,1.1,1.0,1.14,8,0
67,proxy67,1.98,1.29,0.78,2.05,1.01,1.86,13,0
68,proxy68,1.01,0.7,0.67,1.05,1.02,1.43,10,0
69,proxy69,0.49,1.01,0.83,0.51,0.99,0.86,6,0
70,proxy70,2.14,1.19,0.78,2.21,1.0,1.57,11,0
71,proxy71,1.2,0.7,0.66,1.24,1.0,1.43,10,0
72,proxy72,29.39,1.09,6.58,1.1,6.89,4.29,10,0
73,proxy73,0.88,0.89,0.98,0.91,1.01,1.14,8,0
74,proxy74,0.66,0.79,0.94,0.68,0.99,0.57,4,0
75,proxy75,0.88,0.72,0.97,0.91,1.0,0.71,5,0
76,proxy76,1.57,0.99,1.19,1.62,1.01,1.43,10,0
77,proxy77,1.1,1.14,0.72,1.13,0.99,0.86,6,0
78,proxy78,1.47,1.09,1.13,1.52,1.01,1.29,9,0
79,proxy79,1.45,1.31,1.26,1.5,1.0,1.29,9,0
80,proxy80,1.36,0.81,1.14,1.41,1.01,1.57,11,0
81,proxy81,0.9,0.9,1.05,0.93,1.0,0.86,6,0
82,proxy82,1.09,0.8,1.14,1.13,1.0,0.86,6,0
83,proxy83,0.54,1.25,1.08,0.55,1.0,0.86,6,0
