id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.07,1.0,0.75,1.07,0.99,1.0,5,0
2,proxy2,44.35,0.81,2.86,568.92,5.88,1.6,8,1
3,proxy3,1.41,0.94,0.91,1.41,1.0,1.2,6,0
4,proxy4,11.21,0.87,1.21,11.21,1.02,2.6,13,1
5,proxy5,0.99,1.23,0.76,0.99,1.0,1.0,5,0
6,proxy6,0.76,0.73,0.7,0.76,1.0,1.2,6,0
7,proxy7,0.68,0.99,1.0,0.68,1.0,0.8,4,0
8,proxy8,1.0,1.03,0.79,1.0,1.0,0.8,4,0
9,proxy9,2.03,0.78,1.12,2.03,1.01,1.6,8,0
10,proxy10,16.85,1.16,1.28,16.85,1.02,1.8,9,1
11,proxy11,1.77,1.23,1.09,1.77,1.01,2.0,10,0
12,proxy12,0.31,1.24,1.07,0.31,1.0,0.6,3,0
13,proxy13,17.42,0.67,0.88,17.42,1.0,2.0,10,1
14,proxy14,0.44,0.86,1.27,0.44,0.99,0.4,2,0
15,proxy15,1.51,1.14,1.08,1.51,1.0,1.4,7,0
