id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.47,0.75,1.14,1.47,1.01,1.23,24,0
2,proxy2,0.9,0.99,0.77,0.9,1.0,1.03,20,0
3,proxy3,1.06,1.01,1.23,1.06,0.99,0.92,18,0
4,proxy4,0.91,1.28,0.84,0.91,1.0,0.87,17,0
5,proxy5,1.63,1.3,1.07,1.63,1.01,1.28,25,0
6,proxy6,1.18,0.68,0.93,1.18,1.0,1.23,24,0
7,proxy7,13.64,1.06,3.64,144.29,4.69,1.18,23,1
8,proxy8,17.17,0.93,3.53,149.32,5.12,0.82,16,1
9,proxy9,0.94,1.01,1.07,0.94,1.0,0.97,19,0
10,proxy10,0.87,0.82,0.75,0.87,0.98,0.72,14,0
