id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.69,1.17,1.04,1.69,1.0,1.33,8,0
2,proxy2,34.4,0.94,6.17,2.14,6.28,5.0,10,0
3,proxy3,2.27,0.84,1.08,2.27,1.02,1.67,10,0
4,proxy4,1.37,0.78,1.0,1.37,1.0,1.33,8,0
5,proxy5,31.59,1.0,6.44,1.75,5.99,4.5,7,0
6,proxy6,0.81,1.02,1.18,0.81,0.99,0.83,5,0
7,proxy7,1.0,0.86,0.7,1.0,1.0,0.83,5,0
8,proxy8,32.87,1.27,4.98,2.23,6.61,4.83,9,0
9,proxy9,0.68,1.11,0.66,0.68,0.99,0.67,4,0
10,proxy10,0.27,0.69,0.75,0.27,0.99,0.67,4,0
11,proxy11,0.88,0.96,1.07,0.88,1.0,1.0,6,0
12,proxy12,0.96,0.7,0.83,0.96,1.0,1.0,6,0
13,proxy13,2.02,1.04,0.69,2.02,1.0,1.67,10,0
14,proxy14,0.65,1.06,0.63,0.65,0.99,0.67,4,0
15,proxy15,0.75,1.14,0.83,0.75,1.0,0.67,4,0
