id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,2.33,13.43515370486607,21.836464755954097,0.23299999999999998,12.4,8,8,0
2,proxy2,1.0899999999999999,27.023231951736708,19.491429235247978,0.10900000000000001,11.4,5,5,0
3,proxy3,0.8900000000000001,20.037440776853238,15.09859410188436,0.08900000000000001,11.1,5,5,0
4,proxy4,3.5799999999999996,17.59580170915246,11.991245575275368,0.358,12.6,12,12,0
5,proxy5,3.79,16.393928262838575,24.967949291424013,0.119,27.99022548734569,104,4,1
6,proxy6,0.53,11.927595329077425,28.719577292273904,0.053000000000000005,11.3,5,5,0
7,proxy7,1.8900000000000001,16.98011202950765,12.11588015539431,0.189,12.100000000000001,9,9,0
8,proxy8,1.33,28.792817706038317,17.242942892500864,0.133,10.7,4,4,0
9,proxy9,1.08,16.723266406012,20.929724198554407,0.108,11.1,5,5,0
10,proxy10,0.8800000000000001,11.560109318729149,16.368212938902943,0.088,10.9,4,4,0
11,proxy11,7.26,16.094645967094582,38.51124848805294,0.296,35.118608185948545,111,11,1
12,proxy12,7.0200000000000005,18.940667639407646,39.402920953112,0.212,28.300923834157096,105,5,1
13,proxy13,1.33,11.72175558632672,23.944114018481997,0.133,12.100000000000001,8,8,0
14,proxy14,1.4899999999999998,16.532358546962225,25.43574025361737,0.14900000000000002,10.8,4,4,0
15,proxy15,7.02,13.67261018228114,63.51159541378981,0.242,70.86900413095262,211,11,1
