id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,24.9,1.13,2.56,317.92,5.27,1.14,12,1
2,proxy2,1.03,1.28,0.93,1.03,1.01,1.05,11,0
3,proxy3,0.7,0.72,0.77,0.7,0.99,0.48,5,0
4,proxy4,0.93,0.8,0.69,0.93,1.0,1.05,11,0
5,proxy5,1.6,0.9,1.1,1.6,1.01,1.33,14,0
6,proxy6,0.76,0.77,0.67,0.76,1.0,0.76,8,0
7,proxy7,1.15,1.1,1.07,1.15,1.0,0.95,10,0
8,proxy8,22.72,1.22,3.15,264.41,4.86,0.95,10,1
9,proxy9,0.97,1.14,1.08,0.97,1.0,0.76,8,0
10,proxy10,1.16,1.14,1.07,1.16,1.0,1.05,11,0
