id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.0,0.8,0.98,2.0,1.0,1.8,9,0
2,proxy2,0.42,1.21,1.11,0.42,0.99,0.4,2,0
3,proxy3,0.55,0.75,0.87,0.55,1.0,0.6,3,0
4,proxy4,1.66,1.08,1.22,1.66,1.01,1.6,8,0
5,proxy5,1.97,0.68,0.79,1.97,1.0,1.0,5,0
6,proxy6,1.08,0.9,0.85,1.08,1.0,1.0,5,0
7,proxy7,0.73,0.78,1.02,0.73,1.0,0.8,4,0
8,proxy8,0.77,1.03,1.21,0.77,0.99,0.8,4,0
9,proxy9,0.07,0.75,0.72,0.07,0.99,0.2,1,0
10,proxy10,2.1,1.3,1.05,2.1,1.0,1.2,6,0
11,proxy11,1.23,0.85,0.8,1.23,1.0,0.8,4,0
12,proxy12,0.8,1.11,0.75,0.8,0.99,0.8,4,0
13,proxy13,0.89,1.2,1.27,0.89,1.0,1.0,5,0
14,proxy14,1.13,1.12,0.96,1.13,1.0,1.0,5,0
15,proxy15,0.42,0.76,1.11,0.42,0.99,0.4,2,0
16,proxy16,0.92,1.31,1.24,0.92,1.0,1.0,5,0
17,proxy17,3.4,1.17,0.79,3.4,1.02,2.2,11,0
18,proxy18,1.33,0.97,1.04,1.33,1.01,1.6,8,0
19,proxy19,2.03,0.84,0.74,2.03,1.01,1.4,7,0
20,proxy20,0.62,1.14,1.26,0.62,0.99,0.4,2,0
