id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.18,0.86,0.74,1.18,1.02,1.08,28,0
2,proxy2,0.75,0.71,0.75,0.75,0.98,0.73,19,0
3,proxy3,1.07,1.11,0.85,1.07,1.01,1.08,28,0
4,proxy4,0.84,1.29,1.0,0.84,0.99,0.69,18,0
5,proxy5,1.08,0.86,1.22,1.08,1.02,1.0,26,0
6,proxy6,3.41,0.94,1.33,3.41,0.98,0.88,23,1
7,proxy7,2.72,1.2,0.81,2.72,0.98,0.77,20,1
8,proxy8,0.95,0.89,1.13,0.95,1.0,1.04,27,0
9,proxy9,3.26,0.73,1.12,3.26,1.01,1.15,30,1
10,proxy10,3.22,1.09,1.3,3.22,1.0,0.73,19,1
11,proxy11,0.5,0.86,1.28,0.5,0.99,0.69,18,0
12,proxy12,9.0,0.72,0.88,9.0,1.0,1.04,27,1
13,proxy13,1.04,1.3,0.86,1.04,1.0,1.12,29,0
14,proxy14,4.32,1.29,1.17,4.32,1.03,1.19,31,1
15,proxy15,1.01,1.29,1.22,1.01,1.0,1.04,27,0
16,proxy16,3.47,0.86,0.79,3.47,0.99,0.73,19,1
17,proxy17,0.99,1.0,0.88,0.99,1.0,0.92,24,0
18,proxy18,3.72,1.26,1.26,3.72,1.05,1.46,38,1
19,proxy19,3.12,1.0,0.94,3.12,1.01,0.96,25,1
20,proxy20,1.0,1.21,1.21,1.0,1.0,0.92,24,0
